target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.01,4264.0
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.025,5570.8
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.05,6359.5
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.1,7061.8
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.15,7597.0
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.2,8022.0
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.25,8290.0
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.3,8551.9
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.35,8805.5
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.4,8994.3
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.45,9105.3
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.5,9215.1
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.55,9481.9
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.6,9634.0
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.65,9850.1
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.7,10090.5
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.75,10331.0
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.8,10691.9
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.85,11037.8
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.9,11584.8
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.95,12662.1
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.975,13547.5
1 wk ahead inc case,2021-10-04,2021-10-09,GM01,quantile,0.99,14905.5
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.01,6891.6
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.025,8535.6
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.05,9501.9
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.1,10350.9
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.15,11008.5
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.2,11538.9
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.25,11857.2
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.3,12190.0
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.35,12489.8
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.4,12711.9
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.45,12852.2
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.5,12999.0
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.55,13299.3
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.6,13504.2
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.65,13768.8
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.7,14069.5
1 wk ahead inc case,2021-10-04,2021-10-09,GM02,quantile,0.75,14361.8
