target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.01,18901.3
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.025,22107.8
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.05,24095.7
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.1,25670.8
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.15,27540.3
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.2,28471.8
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.25,29274.2
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.3,29886.5
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.35,30666.5
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.4,30749.8
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.45,31002.1
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.5,31459.6
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.55,31664.3
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.6,32033.2
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.65,32443.7
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.7,32549.1
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.75,32890.7
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.8,33840.0
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.85,35067.3
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.9,36128.2
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.95,37953.8
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.975,39764.8
1 wk ahead inc case,2022-01-10,2022-01-15,GM01,quantile,0.99,42939.5
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.01,22358.6
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.025,26150.8
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.05,28459.2
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.1,30275.0
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.15,32508.8
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.2,33689.2
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.25,34638.8
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.3,35383.6
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.35,36265.4
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.4,36373.0
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.45,36692.2
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.5,37260.4
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.55,37452.0
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.6,37923.5
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.65,38399.0
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.7,38481.4
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.75,38885.9
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.8,40064.7
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.85,41481.7
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.9,42739.2
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.95,44910.5
1 wk ahead inc case,2022-01-10,2022-01-15,GM02,quantile,0.975,47041.2
