target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.01,138.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.025,333.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.05,601.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.1,717.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.15,816.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.2,867.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.25,924.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.3,979.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.35,1029.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.4,1063.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.45,1103.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.5,1134.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.55,1203.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.6,1232.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.65,1282.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.7,1309.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.75,1350.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.8,1430.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.85,1530.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.9,1629.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.95,1786.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.975,2265.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM01,quantile,0.99,3383.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.01,242.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.025,513.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.05,907.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.1,1053.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.15,1198.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.2,1282.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.25,1351.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.3,1439.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.35,1502.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.4,1553.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.45,1602.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.5,1651.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.55,1732.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.6,1772.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.65,1837.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.7,1882.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.75,1936.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.8,2045.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.85,2173.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.9,2307.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.95,2522.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.975,3081.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM02,quantile,0.99,4413.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.01,18.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.025,39.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.05,60.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.1,68.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.15,75.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.2,78.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.25,83.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.3,87.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.35,90.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.4,92.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.45,95.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.5,97.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.55,101.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.6,103.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.65,107.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.7,109.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.75,112.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.8,116.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.85,122.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.9,129.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.95,139.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.975,169.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM03,quantile,0.99,237.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.01,62.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.025,125.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.05,184.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.1,209.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.15,230.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.2,239.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.25,253.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.3,266.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.35,274.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.4,281.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.45,289.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.5,295.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.55,306.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.6,312.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.65,322.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.7,328.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.75,336.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.8,351.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.85,368.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.9,386.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.95,417.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.975,498.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM04,quantile,0.99,685.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.01,175.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.025,351.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.05,554.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.1,635.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.15,708.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.2,760.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.25,802.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.3,843.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.35,875.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.4,903.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.45,928.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.5,953.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.55,993.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.6,1015.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.65,1047.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.7,1069.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.75,1098.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.8,1152.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.85,1214.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.9,1286.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.95,1399.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.975,1664.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM05,quantile,0.99,2302.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.01,152.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.025,316.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.05,548.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.1,637.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.15,700.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.2,737.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.25,790.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.3,832.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.35,868.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.4,896.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.45,930.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.5,950.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.55,990.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.6,1012.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.65,1053.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.7,1079.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.75,1115.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.8,1164.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.85,1224.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.9,1306.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.95,1420.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.975,1772.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM06,quantile,0.99,2568.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.01,317.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.025,689.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.05,1210.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.1,1403.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.15,1583.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.2,1673.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.25,1773.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.3,1884.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.35,1965.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.4,2025.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.45,2093.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.5,2149.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.55,2259.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.6,2310.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.65,2395.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.7,2447.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.75,2516.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.8,2652.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.85,2818.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.9,2984.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.95,3252.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.975,4029.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM07,quantile,0.99,5842.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.01,105.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.025,209.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.05,335.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.1,384.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.15,423.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.2,453.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.25,482.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.3,506.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.35,525.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.4,542.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.45,560.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.5,572.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.55,595.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.6,608.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.65,629.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.7,644.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.75,662.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.8,692.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.85,727.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.9,773.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.95,839.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.975,1013.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM08,quantile,0.99,1424.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.01,10.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.025,24.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.05,46.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.1,57.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.15,65.6
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.2,72.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.25,76.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.3,81.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.35,85.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.4,89.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.45,93.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.5,96.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.55,102.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.6,104.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.65,109.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.7,111.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.75,115.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.8,123.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.85,131.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.9,141.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.95,156.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.975,198.8
1 wk ahead inc case,2021-07-19,2021-07-24,GM09,quantile,0.99,298.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.01,31.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.025,75.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.05,145.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.1,178.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.15,198.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.2,209.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.25,230.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.3,240.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.35,254.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.4,265.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.45,277.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.5,286.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.55,299.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.6,307.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.65,323.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.7,337.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.75,352.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.8,368.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.85,386.9
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.9,419.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.95,462.7
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.975,595.3
1 wk ahead inc case,2021-07-19,2021-07-24,GM10,quantile,0.99,891.5
1 wk ahead inc case,2021-07-19,2021-07-24,GM11,quantile,0.01,19.0
1 wk ahead inc case,2021-07-19,2021-07-24,GM11,quantile,0.025,38.2
1 wk ahead inc case,2021-07-19,2021-07-24,GM11,quantile,0.05,81.4
1 wk ahead inc case,2021-07-19,2021-07-24,GM11,quantile,0.1,104.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM11,quantile,0.15,120.1
1 wk ahead inc case,2021-07-19,2021-07-24,GM11,quantile,0.2,146.8
