date,location,location_name,age_group,value
2020-08-13,GM11,Brandenburg State,A60-A79,3
2020-08-13,GM11,Brandenburg State,A80+,0
2020-08-13,GM12,Mecklenburg-Western Pomerania State,A00-A04,0
2020-08-13,GM12,Mecklenburg-Western Pomerania State,A05-A14,0
2020-08-13,GM12,Mecklenburg-Western Pomerania State,A15-A34,1
2020-08-13,GM12,Mecklenburg-Western Pomerania State,A35-A59,0
2020-08-13,GM12,Mecklenburg-Western Pomerania State,A60-A79,1
2020-08-13,GM12,Mecklenburg-Western Pomerania State,A80+,0
2020-08-13,GM13,Free State of Saxony,A00-A04,0
2020-08-13,GM13,Free State of Saxony,A05-A14,1
2020-08-13,GM13,Free State of Saxony,A15-A34,7
2020-08-13,GM13,Free State of Saxony,A35-A59,2
2020-08-13,GM13,Free State of Saxony,A60-A79,2
2020-08-13,GM13,Free State of Saxony,A80+,0
2020-08-13,GM14,Sachsen-Anhalt State,A00-A04,0
2020-08-13,GM14,Sachsen-Anhalt State,A05-A14,0
2020-08-13,GM14,Sachsen-Anhalt State,A15-A34,8
2020-08-13,GM14,Sachsen-Anhalt State,A35-A59,5
2020-08-13,GM14,Sachsen-Anhalt State,A60-A79,0
2020-08-13,GM14,Sachsen-Anhalt State,A80+,1
2020-08-13,GM15,Free State of Thüringia,A00-A04,0
2020-08-13,GM15,Free State of Thüringia,A05-A14,0
2020-08-13,GM15,Free State of Thüringia,A15-A34,5
2020-08-13,GM15,Free State of Thüringia,A35-A59,5
2020-08-13,GM15,Free State of Thüringia,A60-A79,1
2020-08-13,GM15,Free State of Thüringia,A80+,0
2020-08-13,GM16,Berlin State,A00-A04,3
2020-08-13,GM16,Berlin State,A05-A14,22
2020-08-13,GM16,Berlin State,A15-A34,51
2020-08-13,GM16,Berlin State,A35-A59,44
2020-08-13,GM16,Berlin State,A60-A79,6
2020-08-13,GM16,Berlin State,A80+,-1
2020-08-13,GM16,Berlin State,unbekannt,0
2020-08-14,GM,Germany,A00-A04,49
2020-08-14,GM,Germany,A05-A14,168
2020-08-14,GM,Germany,A15-A34,628
2020-08-14,GM,Germany,A35-A59,498
2020-08-14,GM,Germany,A60-A79,78
2020-08-14,GM,Germany,A80+,25
2020-08-14,GM,Germany,unbekannt,3
2020-08-14,GM01,Baden-Württemberg State,A00-A04,2
2020-08-14,GM01,Baden-Württemberg State,A05-A14,9
2020-08-14,GM01,Baden-Württemberg State,A15-A34,52
2020-08-14,GM01,Baden-Württemberg State,A35-A59,39
2020-08-14,GM01,Baden-Württemberg State,A60-A79,6
2020-08-14,GM01,Baden-Württemberg State,A80+,1
2020-08-14,GM01,Baden-Württemberg State,unbekannt,-1
2020-08-14,GM02,Free State of Bavaria,A00-A04,4
2020-08-14,GM02,Free State of Bavaria,A05-A14,13
2020-08-14,GM02,Free State of Bavaria,A15-A34,110
2020-08-14,GM02,Free State of Bavaria,A35-A59,70
2020-08-14,GM02,Free State of Bavaria,A60-A79,8
2020-08-14,GM02,Free State of Bavaria,A80+,3
2020-08-14,GM02,Free State of Bavaria,unbekannt,1
2020-08-14,GM03,Free Hanseatic City of Bremen,A00-A04,0
2020-08-14,GM03,Free Hanseatic City of Bremen,A05-A14,0
2020-08-14,GM03,Free Hanseatic City of Bremen,A15-A34,3
2020-08-14,GM03,Free Hanseatic City of Bremen,A35-A59,3
2020-08-14,GM03,Free Hanseatic City of Bremen,A60-A79,0
2020-08-14,GM03,Free Hanseatic City of Bremen,A80+,0
2020-08-14,GM04,Free Hanseatic City of Hamburg,A00-A04,2
2020-08-14,GM04,Free Hanseatic City of Hamburg,A05-A14,6
2020-08-14,GM04,Free Hanseatic City of Hamburg,A15-A34,20
2020-08-14,GM04,Free Hanseatic City of Hamburg,A35-A59,15
2020-08-14,GM04,Free Hanseatic City of Hamburg,A60-A79,2
2020-08-14,GM04,Free Hanseatic City of Hamburg,A80+,0
2020-08-14,GM04,Free Hanseatic City of Hamburg,unbekannt,2
2020-08-14,GM05,Hesse State,A00-A04,8
2020-08-14,GM05,Hesse State,A05-A14,27
2020-08-14,GM05,Hesse State,A15-A34,68
2020-08-14,GM05,Hesse State,A35-A59,61
2020-08-14,GM05,Hesse State,A60-A79,12
2020-08-14,GM05,Hesse State,A80+,3
2020-08-14,GM05,Hesse State,unbekannt,0
2020-08-14,GM06,Lower Saxony State,A00-A04,2
2020-08-14,GM06,Lower Saxony State,A05-A14,9
2020-08-14,GM06,Lower Saxony State,A15-A34,63
2020-08-14,GM06,Lower Saxony State,A35-A59,50
2020-08-14,GM06,Lower Saxony State,A60-A79,14
2020-08-14,GM06,Lower Saxony State,A80+,5
2020-08-14,GM06,Lower Saxony State,unbekannt,-1
2020-08-14,GM07,North Rhine-Westphalia State,A00-A04,21
2020-08-14,GM07,North Rhine-Westphalia State,A05-A14,80
2020-08-14,GM07,North Rhine-Westphalia State,A15-A34,204
2020-08-14,GM07,North Rhine-Westphalia State,A35-A59,194
2020-08-14,GM07,North Rhine-Westphalia State,A60-A79,26
2020-08-14,GM07,North Rhine-Westphalia State,A80+,11
2020-08-14,GM07,North Rhine-Westphalia State,unbekannt,2
2020-08-14,GM08,Rhineland-Palatinate State,A00-A04,5
2020-08-14,GM08,Rhineland-Palatinate State,A05-A14,10
2020-08-14,GM08,Rhineland-Palatinate State,A15-A34,38
2020-08-14,GM08,Rhineland-Palatinate State,A35-A59,30
2020-08-14,GM08,Rhineland-Palatinate State,A60-A79,3
2020-08-14,GM08,Rhineland-Palatinate State,A80+,-1
2020-08-14,GM08,Rhineland-Palatinate State,unbekannt,0
2020-08-14,GM09,Saarland State,A00-A04,1
2020-08-14,GM09,Saarland State,A05-A14,2
2020-08-14,GM09,Saarland State,A15-A34,14
2020-08-14,GM09,Saarland State,A35-A59,3
2020-08-14,GM09,Saarland State,A60-A79,1
2020-08-14,GM09,Saarland State,A80+,0
2020-08-14,GM10,Schleswig-Holstein State,A00-A04,3
2020-08-14,GM10,Schleswig-Holstein State,A05-A14,8
2020-08-14,GM10,Schleswig-Holstein State,A15-A34,11
2020-08-14,GM10,Schleswig-Holstein State,A35-A59,6
2020-08-14,GM10,Schleswig-Holstein State,A60-A79,0
2020-08-14,GM10,Schleswig-Holstein State,A80+,2
2020-08-14,GM10,Schleswig-Holstein State,unbekannt,0
2020-08-14,GM11,Brandenburg State,A00-A04,0
2020-08-14,GM11,Brandenburg State,A05-A14,0
2020-08-14,GM11,Brandenburg State,A15-A34,21
2020-08-14,GM11,Brandenburg State,A35-A59,10
2020-08-14,GM11,Brandenburg State,A60-A79,1
2020-08-14,GM11,Brandenburg State,A80+,0
2020-08-14,GM12,Mecklenburg-Western Pomerania State,A00-A04,0
2020-08-14,GM12,Mecklenburg-Western Pomerania State,A05-A14,0
2020-08-14,GM12,Mecklenburg-Western Pomerania State,A15-A34,2
2020-08-14,GM12,Mecklenburg-Western Pomerania State,A35-A59,2
2020-08-14,GM12,Mecklenburg-Western Pomerania State,A60-A79,1
2020-08-14,GM12,Mecklenburg-Western Pomerania State,A80+,0
2020-08-14,GM13,Free State of Saxony,A00-A04,0
2020-08-14,GM13,Free State of Saxony,A05-A14,2
2020-08-14,GM13,Free State of Saxony,A15-A34,6
2020-08-14,GM13,Free State of Saxony,A35-A59,11
2020-08-14,GM13,Free State of Saxony,A60-A79,1
2020-08-14,GM13,Free State of Saxony,A80+,0
2020-08-14,GM14,Sachsen-Anhalt State,A00-A04,1
2020-08-14,GM14,Sachsen-Anhalt State,A05-A14,2
2020-08-14,GM14,Sachsen-Anhalt State,A15-A34,4
2020-08-14,GM14,Sachsen-Anhalt State,A35-A59,1
2020-08-14,GM14,Sachsen-Anhalt State,A60-A79,1
2020-08-14,GM14,Sachsen-Anhalt State,A80+,0
2020-08-14,GM15,Free State of Thüringia,A00-A04,0
2020-08-14,GM15,Free State of Thüringia,A05-A14,0
2020-08-14,GM15,Free State of Thüringia,A15-A34,12
2020-08-14,GM15,Free State of Thüringia,A35-A59,3
2020-08-14,GM15,Free State of Thüringia,A60-A79,2
2020-08-14,GM15,Free State of Thüringia,A80+,1
2020-08-14,GM16,Berlin State,A00-A04,0
2020-08-14,GM16,Berlin State,A05-A14,0
2020-08-14,GM16,Berlin State,A15-A34,0
2020-08-14,GM16,Berlin State,A35-A59,0
2020-08-14,GM16,Berlin State,A60-A79,0
2020-08-14,GM16,Berlin State,A80+,0
2020-08-14,GM16,Berlin State,unbekannt,0
2020-08-15,GM,Germany,A00-A04,41
2020-08-15,GM,Germany,A05-A14,173
2020-08-15,GM,Germany,A15-A34,672
2020-08-15,GM,Germany,A35-A59,437
2020-08-15,GM,Germany,A60-A79,68
2020-08-15,GM,Germany,A80+,20
2020-08-15,GM,Germany,unbekannt,4
2020-08-15,GM01,Baden-Württemberg State,A00-A04,2
2020-08-15,GM01,Baden-Württemberg State,A05-A14,6
2020-08-15,GM01,Baden-Württemberg State,A15-A34,93
2020-08-15,GM01,Baden-Württemberg State,A35-A59,44
2020-08-15,GM01,Baden-Württemberg State,A60-A79,7
2020-08-15,GM01,Baden-Württemberg State,A80+,-1
2020-08-15,GM01,Baden-Württemberg State,unbekannt,1
2020-08-15,GM02,Free State of Bavaria,A00-A04,4
2020-08-15,GM02,Free State of Bavaria,A05-A14,11
2020-08-15,GM02,Free State of Bavaria,A15-A34,123
2020-08-15,GM02,Free State of Bavaria,A35-A59,52
2020-08-15,GM02,Free State of Bavaria,A60-A79,9
2020-08-15,GM02,Free State of Bavaria,A80+,2
2020-08-15,GM02,Free State of Bavaria,unbekannt,1
2020-08-15,GM03,Free Hanseatic City of Bremen,A00-A04,0
2020-08-15,GM03,Free Hanseatic City of Bremen,A05-A14,1
2020-08-15,GM03,Free Hanseatic City of Bremen,A15-A34,2
2020-08-15,GM03,Free Hanseatic City of Bremen,A35-A59,3
2020-08-15,GM03,Free Hanseatic City of Bremen,A60-A79,1
2020-08-15,GM03,Free Hanseatic City of Bremen,A80+,0
2020-08-15,GM04,Free Hanseatic City of Hamburg,A00-A04,-1
2020-08-15,GM04,Free Hanseatic City of Hamburg,A05-A14,3
2020-08-15,GM04,Free Hanseatic City of Hamburg,A15-A34,12
2020-08-15,GM04,Free Hanseatic City of Hamburg,A35-A59,10
2020-08-15,GM04,Free Hanseatic City of Hamburg,A60-A79,3
2020-08-15,GM04,Free Hanseatic City of Hamburg,A80+,2
2020-08-15,GM04,Free Hanseatic City of Hamburg,unbekannt,0
2020-08-15,GM05,Hesse State,A00-A04,8
2020-08-15,GM05,Hesse State,A05-A14,16
2020-08-15,GM05,Hesse State,A15-A34,97
2020-08-15,GM05,Hesse State,A35-A59,73
2020-08-15,GM05,Hesse State,A60-A79,9
2020-08-15,GM05,Hesse State,A80+,0
2020-08-15,GM05,Hesse State,unbekannt,0
2020-08-15,GM06,Lower Saxony State,A00-A04,-1
2020-08-15,GM06,Lower Saxony State,A05-A14,5
2020-08-15,GM06,Lower Saxony State,A15-A34,12
2020-08-15,GM06,Lower Saxony State,A35-A59,12
2020-08-15,GM06,Lower Saxony State,A60-A79,-3
2020-08-15,GM06,Lower Saxony State,A80+,0
2020-08-15,GM06,Lower Saxony State,unbekannt,0
2020-08-15,GM07,North Rhine-Westphalia State,A00-A04,20
2020-08-15,GM07,North Rhine-Westphalia State,A05-A14,73
2020-08-15,GM07,North Rhine-Westphalia State,A15-A34,168
2020-08-15,GM07,North Rhine-Westphalia State,A35-A59,143
2020-08-15,GM07,North Rhine-Westphalia State,A60-A79,25
2020-08-15,GM07,North Rhine-Westphalia State,A80+,14
2020-08-15,GM07,North Rhine-Westphalia State,unbekannt,2
2020-08-15,GM08,Rhineland-Palatinate State,A00-A04,2
2020-08-15,GM08,Rhineland-Palatinate State,A05-A14,7
2020-08-15,GM08,Rhineland-Palatinate State,A15-A34,13
2020-08-15,GM08,Rhineland-Palatinate State,A35-A59,12
2020-08-15,GM08,Rhineland-Palatinate State,A60-A79,2
2020-08-15,GM08,Rhineland-Palatinate State,A80+,0
2020-08-15,GM08,Rhineland-Palatinate State,unbekannt,0
2020-08-15,GM09,Saarland State,A00-A04,0
2020-08-15,GM09,Saarland State,A05-A14,0
2020-08-15,GM09,Saarland State,A15-A34,5
2020-08-15,GM09,Saarland State,A35-A59,5
2020-08-15,GM09,Saarland State,A60-A79,0
2020-08-15,GM09,Saarland State,A80+,0
2020-08-15,GM10,Schleswig-Holstein State,A00-A04,0
2020-08-15,GM10,Schleswig-Holstein State,A05-A14,1
2020-08-15,GM10,Schleswig-Holstein State,A15-A34,12
2020-08-15,GM10,Schleswig-Holstein State,A35-A59,9
2020-08-15,GM10,Schleswig-Holstein State,A60-A79,2
2020-08-15,GM10,Schleswig-Holstein State,A80+,0
2020-08-15,GM10,Schleswig-Holstein State,unbekannt,0
2020-08-15,GM11,Brandenburg State,A00-A04,0
2020-08-15,GM11,Brandenburg State,A05-A14,3
2020-08-15,GM11,Brandenburg State,A15-A34,7
2020-08-15,GM11,Brandenburg State,A35-A59,1
2020-08-15,GM11,Brandenburg State,A60-A79,1
2020-08-15,GM11,Brandenburg State,A80+,0
2020-08-15,GM12,Mecklenburg-Western Pomerania State,A00-A04,1
2020-08-15,GM12,Mecklenburg-Western Pomerania State,A05-A14,3
2020-08-15,GM12,Mecklenburg-Western Pomerania State,A15-A34,3
2020-08-15,GM12,Mecklenburg-Western Pomerania State,A35-A59,2
2020-08-15,GM12,Mecklenburg-Western Pomerania State,A60-A79,1
2020-08-15,GM12,Mecklenburg-Western Pomerania State,A80+,1
2020-08-15,GM13,Free State of Saxony,A00-A04,1
2020-08-15,GM13,Free State of Saxony,A05-A14,1
2020-08-15,GM13,Free State of Saxony,A15-A34,9
2020-08-15,GM13,Free State of Saxony,A35-A59,2
2020-08-15,GM13,Free State of Saxony,A60-A79,1
2020-08-15,GM13,Free State of Saxony,A80+,0
2020-08-15,GM14,Sachsen-Anhalt State,A00-A04,0
2020-08-15,GM14,Sachsen-Anhalt State,A05-A14,0
2020-08-15,GM14,Sachsen-Anhalt State,A15-A34,10
2020-08-15,GM14,Sachsen-Anhalt State,A35-A59,2
2020-08-15,GM14,Sachsen-Anhalt State,A60-A79,2
2020-08-15,GM14,Sachsen-Anhalt State,A80+,1
2020-08-15,GM15,Free State of Thüringia,A00-A04,0
2020-08-15,GM15,Free State of Thüringia,A05-A14,2
2020-08-15,GM15,Free State of Thüringia,A15-A34,4
2020-08-15,GM15,Free State of Thüringia,A35-A59,4
2020-08-15,GM15,Free State of Thüringia,A60-A79,0
2020-08-15,GM15,Free State of Thüringia,A80+,0
2020-08-15,GM16,Berlin State,A00-A04,5
2020-08-15,GM16,Berlin State,A05-A14,41
2020-08-15,GM16,Berlin State,A15-A34,102
2020-08-15,GM16,Berlin State,A35-A59,63
2020-08-15,GM16,Berlin State,A60-A79,8
2020-08-15,GM16,Berlin State,A80+,1
2020-08-15,GM16,Berlin State,unbekannt,0
2020-08-16,GM,Germany,A00-A04,18
2020-08-16,GM,Germany,A05-A14,72
2020-08-16,GM,Germany,A15-A34,275
2020-08-16,GM,Germany,A35-A59,194
2020-08-16,GM,Germany,A60-A79,45
2020-08-16,GM,Germany,A80+,21
2020-08-16,GM,Germany,unbekannt,0
2020-08-16,GM01,Baden-Württemberg State,A00-A04,0
2020-08-16,GM01,Baden-Württemberg State,A05-A14,2
2020-08-16,GM01,Baden-Württemberg State,A15-A34,38
2020-08-16,GM01,Baden-Württemberg State,A35-A59,17
2020-08-16,GM01,Baden-Württemberg State,A60-A79,1
2020-08-16,GM01,Baden-Württemberg State,A80+,0
2020-08-16,GM01,Baden-Württemberg State,unbekannt,0
2020-08-16,GM02,Free State of Bavaria,A00-A04,1
2020-08-16,GM02,Free State of Bavaria,A05-A14,0
2020-08-16,GM02,Free State of Bavaria,A15-A34,23
2020-08-16,GM02,Free State of Bavaria,A35-A59,14
2020-08-16,GM02,Free State of Bavaria,A60-A79,2
2020-08-16,GM02,Free State of Bavaria,A80+,1
2020-08-16,GM02,Free State of Bavaria,unbekannt,0
2020-08-16,GM03,Free Hanseatic City of Bremen,A00-A04,0
2020-08-16,GM03,Free Hanseatic City of Bremen,A05-A14,0
2020-08-16,GM03,Free Hanseatic City of Bremen,A15-A34,4
2020-08-16,GM03,Free Hanseatic City of Bremen,A35-A59,2
2020-08-16,GM03,Free Hanseatic City of Bremen,A60-A79,0
2020-08-16,GM03,Free Hanseatic City of Bremen,A80+,0
2020-08-16,GM04,Free Hanseatic City of Hamburg,A00-A04,0
2020-08-16,GM04,Free Hanseatic City of Hamburg,A05-A14,2
2020-08-16,GM04,Free Hanseatic City of Hamburg,A15-A34,16
2020-08-16,GM04,Free Hanseatic City of Hamburg,A35-A59,8
2020-08-16,GM04,Free Hanseatic City of Hamburg,A60-A79,1
2020-08-16,GM04,Free Hanseatic City of Hamburg,A80+,1
2020-08-16,GM04,Free Hanseatic City of Hamburg,unbekannt,0
2020-08-16,GM05,Hesse State,A00-A04,2
2020-08-16,GM05,Hesse State,A05-A14,6
2020-08-16,GM05,Hesse State,A15-A34,19
2020-08-16,GM05,Hesse State,A35-A59,10
2020-08-16,GM05,Hesse State,A60-A79,4
2020-08-16,GM05,Hesse State,A80+,1
2020-08-16,GM05,Hesse State,unbekannt,1
2020-08-16,GM06,Lower Saxony State,A00-A04,0
2020-08-16,GM06,Lower Saxony State,A05-A14,3
2020-08-16,GM06,Lower Saxony State,A15-A34,20
2020-08-16,GM06,Lower Saxony State,A35-A59,13
2020-08-16,GM06,Lower Saxony State,A60-A79,4
2020-08-16,GM06,Lower Saxony State,A80+,1
2020-08-16,GM06,Lower Saxony State,unbekannt,0
2020-08-16,GM07,North Rhine-Westphalia State,A00-A04,11
2020-08-16,GM07,North Rhine-Westphalia State,A05-A14,41
2020-08-16,GM07,North Rhine-Westphalia State,A15-A34,105
2020-08-16,GM07,North Rhine-Westphalia State,A35-A59,85
2020-08-16,GM07,North Rhine-Westphalia State,A60-A79,27
2020-08-16,GM07,North Rhine-Westphalia State,A80+,16
2020-08-16,GM07,North Rhine-Westphalia State,unbekannt,-1
2020-08-16,GM08,Rhineland-Palatinate State,A00-A04,2
2020-08-16,GM08,Rhineland-Palatinate State,A05-A14,4
2020-08-16,GM08,Rhineland-Palatinate State,A15-A34,12
2020-08-16,GM08,Rhineland-Palatinate State,A35-A59,8
2020-08-16,GM08,Rhineland-Palatinate State,A60-A79,0
2020-08-16,GM08,Rhineland-Palatinate State,A80+,0
2020-08-16,GM08,Rhineland-Palatinate State,unbekannt,0
2020-08-16,GM09,Saarland State,A00-A04,1
2020-08-16,GM09,Saarland State,A05-A14,1
2020-08-16,GM09,Saarland State,A15-A34,5
2020-08-16,GM09,Saarland State,A35-A59,5
2020-08-16,GM09,Saarland State,A60-A79,2
2020-08-16,GM09,Saarland State,A80+,0
2020-08-16,GM10,Schleswig-Holstein State,A00-A04,1
2020-08-16,GM10,Schleswig-Holstein State,A05-A14,5
2020-08-16,GM10,Schleswig-Holstein State,A15-A34,4
2020-08-16,GM10,Schleswig-Holstein State,A35-A59,4
2020-08-16,GM10,Schleswig-Holstein State,A60-A79,0
2020-08-16,GM10,Schleswig-Holstein State,A80+,0
2020-08-16,GM10,Schleswig-Holstein State,unbekannt,0
2020-08-16,GM11,Brandenburg State,A00-A04,0
2020-08-16,GM11,Brandenburg State,A05-A14,0
2020-08-16,GM11,Brandenburg State,A15-A34,1
2020-08-16,GM11,Brandenburg State,A35-A59,1
2020-08-16,GM11,Brandenburg State,A60-A79,0
2020-08-16,GM11,Brandenburg State,A80+,0
2020-08-16,GM12,Mecklenburg-Western Pomerania State,A00-A04,0
2020-08-16,GM12,Mecklenburg-Western Pomerania State,A05-A14,0
2020-08-16,GM12,Mecklenburg-Western Pomerania State,A15-A34,1
2020-08-16,GM12,Mecklenburg-Western Pomerania State,A35-A59,1
2020-08-16,GM12,Mecklenburg-Western Pomerania State,A60-A79,0
2020-08-16,GM12,Mecklenburg-Western Pomerania State,A80+,0
2020-08-16,GM13,Free State of Saxony,A00-A04,0
2020-08-16,GM13,Free State of Saxony,A05-A14,2
2020-08-16,GM13,Free State of Saxony,A15-A34,3
2020-08-16,GM13,Free State of Saxony,A35-A59,3
2020-08-16,GM13,Free State of Saxony,A60-A79,3
2020-08-16,GM13,Free State of Saxony,A80+,0
2020-08-16,GM14,Sachsen-Anhalt State,A00-A04,0
2020-08-16,GM14,Sachsen-Anhalt State,A05-A14,2
2020-08-16,GM14,Sachsen-Anhalt State,A15-A34,1
2020-08-16,GM14,Sachsen-Anhalt State,A35-A59,5
2020-08-16,GM14,Sachsen-Anhalt State,A60-A79,1
2020-08-16,GM14,Sachsen-Anhalt State,A80+,0
2020-08-16,GM15,Free State of Thüringia,A00-A04,0
2020-08-16,GM15,Free State of Thüringia,A05-A14,1
2020-08-16,GM15,Free State of Thüringia,A15-A34,2
2020-08-16,GM15,Free State of Thüringia,A35-A59,1
2020-08-16,GM15,Free State of Thüringia,A60-A79,0
2020-08-16,GM15,Free State of Thüringia,A80+,0
2020-08-16,GM16,Berlin State,A00-A04,0
2020-08-16,GM16,Berlin State,A05-A14,3
2020-08-16,GM16,Berlin State,A15-A34,21
2020-08-16,GM16,Berlin State,A35-A59,17
2020-08-16,GM16,Berlin State,A60-A79,0
2020-08-16,GM16,Berlin State,A80+,1
2020-08-16,GM16,Berlin State,unbekannt,0
2020-08-17,GM,Germany,A00-A04,23
2020-08-17,GM,Germany,A05-A14,73
2020-08-17,GM,Germany,A15-A34,230
2020-08-17,GM,Germany,A35-A59,190
2020-08-17,GM,Germany,A60-A79,24
2020-08-17,GM,Germany,A80+,16
2020-08-17,GM,Germany,unbekannt,5
2020-08-17,GM01,Baden-Württemberg State,A00-A04,3
2020-08-17,GM01,Baden-Württemberg State,A05-A14,0
2020-08-17,GM01,Baden-Württemberg State,A15-A34,16
2020-08-17,GM01,Baden-Württemberg State,A35-A59,10
2020-08-17,GM01,Baden-Württemberg State,A60-A79,3
2020-08-17,GM01,Baden-Württemberg State,A80+,0
2020-08-17,GM01,Baden-Württemberg State,unbekannt,0
2020-08-17,GM02,Free State of Bavaria,A00-A04,1
2020-08-17,GM02,Free State of Bavaria,A05-A14,5
2020-08-17,GM02,Free State of Bavaria,A15-A34,55
2020-08-17,GM02,Free State of Bavaria,A35-A59,29
2020-08-17,GM02,Free State of Bavaria,A60-A79,3
2020-08-17,GM02,Free State of Bavaria,A80+,3
2020-08-17,GM02,Free State of Bavaria,unbekannt,0
2020-08-17,GM03,Free Hanseatic City of Bremen,A00-A04,0
2020-08-17,GM03,Free Hanseatic City of Bremen,A05-A14,1
2020-08-17,GM03,Free Hanseatic City of Bremen,A15-A34,1
2020-08-17,GM03,Free Hanseatic City of Bremen,A35-A59,1
2020-08-17,GM03,Free Hanseatic City of Bremen,A60-A79,0
2020-08-17,GM03,Free Hanseatic City of Bremen,A80+,0
2020-08-17,GM03,Free Hanseatic City of Bremen,unbekannt,0
2020-08-17,GM04,Free Hanseatic City of Hamburg,A00-A04,0
2020-08-17,GM04,Free Hanseatic City of Hamburg,A05-A14,3
2020-08-17,GM04,Free Hanseatic City of Hamburg,A15-A34,4
2020-08-17,GM04,Free Hanseatic City of Hamburg,A35-A59,3
2020-08-17,GM04,Free Hanseatic City of Hamburg,A60-A79,0
2020-08-17,GM04,Free Hanseatic City of Hamburg,A80+,0
2020-08-17,GM04,Free Hanseatic City of Hamburg,unbekannt,-1
2020-08-17,GM05,Hesse State,A00-A04,2
2020-08-17,GM05,Hesse State,A05-A14,7
2020-08-17,GM05,Hesse State,A15-A34,22
2020-08-17,GM05,Hesse State,A35-A59,19
2020-08-17,GM05,Hesse State,A60-A79,2
2020-08-17,GM05,Hesse State,A80+,1
2020-08-17,GM05,Hesse State,unbekannt,0
2020-08-17,GM06,Lower Saxony State,A00-A04,4
2020-08-17,GM06,Lower Saxony State,A05-A14,9
2020-08-17,GM06,Lower Saxony State,A15-A34,14
2020-08-17,GM06,Lower Saxony State,A35-A59,15
2020-08-17,GM06,Lower Saxony State,A60-A79,0
2020-08-17,GM06,Lower Saxony State,A80+,2
2020-08-17,GM06,Lower Saxony State,unbekannt,0
2020-08-17,GM07,North Rhine-Westphalia State,A00-A04,10
2020-08-17,GM07,North Rhine-Westphalia State,A05-A14,39
2020-08-17,GM07,North Rhine-Westphalia State,A15-A34,102
2020-08-17,GM07,North Rhine-Westphalia State,A35-A59,86
2020-08-17,GM07,North Rhine-Westphalia State,A60-A79,15
2020-08-17,GM07,North Rhine-Westphalia State,A80+,10
2020-08-17,GM07,North Rhine-Westphalia State,unbekannt,1
2020-08-17,GM08,Rhineland-Palatinate State,A00-A04,2
2020-08-17,GM08,Rhineland-Palatinate State,A05-A14,3
2020-08-17,GM08,Rhineland-Palatinate State,A15-A34,10
2020-08-17,GM08,Rhineland-Palatinate State,A35-A59,10
2020-08-17,GM08,Rhineland-Palatinate State,A60-A79,0
2020-08-17,GM08,Rhineland-Palatinate State,A80+,0
2020-08-17,GM08,Rhineland-Palatinate State,unbekannt,2
2020-08-17,GM09,Saarland State,A00-A04,0
2020-08-17,GM09,Saarland State,A05-A14,0
2020-08-17,GM09,Saarland State,A15-A34,0
2020-08-17,GM09,Saarland State,A35-A59,0
2020-08-17,GM09,Saarland State,A60-A79,0
2020-08-17,GM09,Saarland State,A80+,0
2020-08-17,GM10,Schleswig-Holstein State,A00-A04,1
2020-08-17,GM10,Schleswig-Holstein State,A05-A14,3
2020-08-17,GM10,Schleswig-Holstein State,A15-A34,0
2020-08-17,GM10,Schleswig-Holstein State,A35-A59,3
2020-08-17,GM10,Schleswig-Holstein State,A60-A79,0
2020-08-17,GM10,Schleswig-Holstein State,A80+,0
2020-08-17,GM10,Schleswig-Holstein State,unbekannt,1
2020-08-17,GM11,Brandenburg State,A00-A04,0
2020-08-17,GM11,Brandenburg State,A05-A14,0
2020-08-17,GM11,Brandenburg State,A15-A34,1
2020-08-17,GM11,Brandenburg State,A35-A59,4
2020-08-17,GM11,Brandenburg State,A60-A79,0
2020-08-17,GM11,Brandenburg State,A80+,0
2020-08-17,GM11,Brandenburg State,unbekannt,0
2020-08-17,GM12,Mecklenburg-Western Pomerania State,A00-A04,0
2020-08-17,GM12,Mecklenburg-Western Pomerania State,A05-A14,0
2020-08-17,GM12,Mecklenburg-Western Pomerania State,A15-A34,0
2020-08-17,GM12,Mecklenburg-Western Pomerania State,A35-A59,1
2020-08-17,GM12,Mecklenburg-Western Pomerania State,A60-A79,0
2020-08-17,GM12,Mecklenburg-Western Pomerania State,A80+,0
2020-08-17,GM13,Free State of Saxony,A00-A04,0
2020-08-17,GM13,Free State of Saxony,A05-A14,0
2020-08-17,GM13,Free State of Saxony,A15-A34,0
2020-08-17,GM13,Free State of Saxony,A35-A59,1
2020-08-17,GM13,Free State of Saxony,A60-A79,0
2020-08-17,GM13,Free State of Saxony,A80+,0
2020-08-17,GM14,Sachsen-Anhalt State,A00-A04,0
2020-08-17,GM14,Sachsen-Anhalt State,A05-A14,0
2020-08-17,GM14,Sachsen-Anhalt State,A15-A34,0
2020-08-17,GM14,Sachsen-Anhalt State,A35-A59,0
2020-08-17,GM14,Sachsen-Anhalt State,A60-A79,0
2020-08-17,GM14,Sachsen-Anhalt State,A80+,0
2020-08-17,GM15,Free State of Thüringia,A00-A04,0
2020-08-17,GM15,Free State of Thüringia,A05-A14,0
2020-08-17,GM15,Free State of Thüringia,A15-A34,1
2020-08-17,GM15,Free State of Thüringia,A35-A59,1
2020-08-17,GM15,Free State of Thüringia,A60-A79,0
2020-08-17,GM15,Free State of Thüringia,A80+,0
2020-08-17,GM16,Berlin State,A00-A04,0
2020-08-17,GM16,Berlin State,A05-A14,3
2020-08-17,GM16,Berlin State,A15-A34,4
2020-08-17,GM16,Berlin State,A35-A59,7
