"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2021-11-21","2021-11-27","1 wk ahead inc case","point",NA,434524
"GM","2021-11-21","2021-12-04","2 wk ahead inc case","point",NA,508227
"GM","2021-11-21","2021-12-11","3 wk ahead inc case","point",NA,552259
"GM","2021-11-21","2021-12-18","4 wk ahead inc case","point",NA,413016
"GM","2021-11-21","2021-12-25","5 wk ahead inc case","point",NA,240422
"GM","2021-11-21","2022-01-01","6 wk ahead inc case","point",NA,114407
"GM","2021-11-21","2022-01-08","7 wk ahead inc case","point",NA,52111
"GM","2021-11-21","2022-01-15","8 wk ahead inc case","point",NA,28728
"GM","2021-11-21","2022-01-22","9 wk ahead inc case","point",NA,21323
"GM","2021-11-21","2022-01-29","10 wk ahead inc case","point",NA,21326
"GM","2021-11-21","2022-02-05","11 wk ahead inc case","point",NA,25996
"GM","2021-11-21","2022-02-12","12 wk ahead inc case","point",NA,30719
"GM","2021-11-21","2022-02-19","13 wk ahead inc case","point",NA,36473
"GM","2021-11-21","2022-02-26","14 wk ahead inc case","point",NA,43301
"GM","2021-11-21","2022-03-05","15 wk ahead inc case","point",NA,51403
"GM","2021-11-21","2022-03-12","16 wk ahead inc case","point",NA,61015
"GM","2021-11-21","2022-03-19","17 wk ahead inc case","point",NA,72413
"GM","2021-11-21","2022-03-26","18 wk ahead inc case","point",NA,85926
"GM","2021-11-21","2022-04-02","19 wk ahead inc case","point",NA,101941
