"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-02-20","2022-02-26","1 wk ahead inc death","point",NA,1739
"PL","2022-02-20","2022-03-05","2 wk ahead inc death","point",NA,2147
"PL","2022-02-20","2022-03-12","3 wk ahead inc death","point",NA,2564
"PL","2022-02-20","2022-03-19","4 wk ahead inc death","point",NA,2918
"PL","2022-02-20","2022-03-26","5 wk ahead inc death","point",NA,3106
"PL","2022-02-20","2022-04-02","6 wk ahead inc death","point",NA,2961
"PL","2022-02-20","2022-04-09","7 wk ahead inc death","point",NA,2442
"PL","2022-02-20","2022-04-16","8 wk ahead inc death","point",NA,1800
"PL","2022-02-20","2022-04-23","9 wk ahead inc death","point",NA,1284
"PL","2022-02-20","2022-04-30","10 wk ahead inc death","point",NA,986
"PL","2022-02-20","2022-05-07","11 wk ahead inc death","point",NA,918
"PL","2022-02-20","2022-05-14","12 wk ahead inc death","point",NA,1124
"PL","2022-02-20","2022-05-21","13 wk ahead inc death","point",NA,1689
"PL","2022-02-20","2022-05-28","14 wk ahead inc death","point",NA,2684
"PL","2022-02-20","2022-06-04","15 wk ahead inc death","point",NA,3960
"PL","2022-02-20","2022-06-11","16 wk ahead inc death","point",NA,4758
"PL","2022-02-20","2022-06-18","17 wk ahead inc death","point",NA,4310
"PL","2022-02-20","2022-06-25","18 wk ahead inc death","point",NA,2930
"PL","2022-02-20","2022-07-02","19 wk ahead inc death","point",NA,1602
