"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2021-11-14","2021-11-20","1 wk ahead inc case","point",NA,119534
"PL","2021-11-14","2021-11-27","2 wk ahead inc case","point",NA,138043
"PL","2021-11-14","2021-12-04","3 wk ahead inc case","point",NA,157739
"PL","2021-11-14","2021-12-11","4 wk ahead inc case","point",NA,141056
"PL","2021-11-14","2021-12-18","5 wk ahead inc case","point",NA,106422
"PL","2021-11-14","2021-12-25","6 wk ahead inc case","point",NA,70069
"PL","2021-11-14","2022-01-01","7 wk ahead inc case","point",NA,44363
"PL","2021-11-14","2022-01-08","8 wk ahead inc case","point",NA,31837
"PL","2021-11-14","2022-01-15","9 wk ahead inc case","point",NA,29757
"PL","2021-11-14","2022-01-22","10 wk ahead inc case","point",NA,35878
"PL","2021-11-14","2022-01-29","11 wk ahead inc case","point",NA,42463
"PL","2021-11-14","2022-02-05","12 wk ahead inc case","point",NA,50411
"PL","2021-11-14","2022-02-12","13 wk ahead inc case","point",NA,59817
"PL","2021-11-14","2022-02-19","14 wk ahead inc case","point",NA,70964
"PL","2021-11-14","2022-02-26","15 wk ahead inc case","point",NA,84168
"PL","2021-11-14","2022-03-05","16 wk ahead inc case","point",NA,99799
"PL","2021-11-14","2022-03-12","17 wk ahead inc case","point",NA,118291
"PL","2021-11-14","2022-03-19","18 wk ahead inc case","point",NA,138841
"PL","2021-11-14","2022-03-26","19 wk ahead inc case","point",NA,141130
