"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","point",NA,46483
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.01,25426
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.025,27634
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.05,30052
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.1,32701
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.15,34361
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.2,36118
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.25,37977
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.3,39944
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.35,41471
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.4,43070
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.45,44744
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.5,46483
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.55,48335
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.6,50260
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.65,52277
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.7,54391
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.75,57392
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.8,60576
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.85,63955
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.9,67542
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.95,74089
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.975,81310
"PL","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.99,89277
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","point",NA,37738
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.01,13919
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.025,15805
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.05,17949
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.1,20387
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.15,22145
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.2,24056
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.25,26135
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.3,28396
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.35,30507
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.4,32779
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.45,35223
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.5,37738
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.55,40681
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.6,43725
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.65,47001
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.7,50527
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.75,55188
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.8,60283
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.85,65856
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.9,71951
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.95,82703
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.975,95079
"PL","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.99,109325
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","point",NA,30750
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.01,7845
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.025,9272
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.05,10959
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.1,12954
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.15,14511
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.2,16255
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.25,18211
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.3,20403
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.35,22629
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.4,25100
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.45,27843
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.5,30750
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.55,34269
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.6,38023
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.65,42192
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.7,46821
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.75,52847
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.8,59653
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.85,67342
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.9,76028
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.95,91377
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.975,109842
"PL","2022-03-27","2022-04-16","3 wk ahead inc case","quantile",0.99,132060
"PL","2022-03-27","2022-04-23","4 wk ahead inc case","point",NA,24854
