"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","point",NA,1335
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.01,725
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.025,789
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.05,858
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.1,935
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.15,983
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.2,1034
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.25,1088
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.3,1145
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.35,1189
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.4,1236
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.45,1285
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.5,1335
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.55,1389
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.6,1446
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.65,1505
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.7,1566
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.75,1654
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.8,1747
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.85,1845
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.9,1950
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.95,2141
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.975,2352
"PL","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.99,2584
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","point",NA,1186
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.01,431
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.025,490
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.05,557
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.1,634
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.15,690
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.2,750
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.25,816
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.3,887
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.35,955
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.4,1027
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.45,1105
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.5,1186
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.55,1280
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.6,1377
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.65,1483
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.7,1596
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.75,1746
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.8,1910
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.85,2089
"PL","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.9,2286
