"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","point",NA,137145
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.01,76161
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.025,82638
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.05,89719
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.1,97463
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.15,102283
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.2,107377
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.25,112761
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.3,118454
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.35,122821
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.4,127391
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.45,132172
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.5,137145
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.55,142415
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.6,147899
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.65,153641
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.7,159654
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.75,168244
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.8,177349
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.85,187001
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.9,197236
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.95,215975
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.975,236613
"GM","2022-05-29","2022-06-04","1 wk ahead inc case","quantile",0.99,259350
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","point",NA,91606
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.01,34672
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.025,39265
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.05,44471
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.1,50373
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.15,54600
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.2,59186
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.25,64162
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.3,69560
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.35,74560
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.4,79925
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.45,85683
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.5,91606
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.55,98496
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.6,105616
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.65,113261
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.7,121468
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.75,132333
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.8,144183
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.85,157107
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.9,171204
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.95,196079
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.975,224604
"GM","2022-05-29","2022-06-11","2 wk ahead inc case","quantile",0.99,257319
