"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2022-01-23","2022-01-29","1 wk ahead inc case","point",NA,1018692
"GM","2022-01-23","2022-02-05","2 wk ahead inc case","point",NA,1280141
"GM","2022-01-23","2022-02-12","3 wk ahead inc case","point",NA,1483584
"GM","2022-01-23","2022-02-19","4 wk ahead inc case","point",NA,1588285
"GM","2022-01-23","2022-02-26","5 wk ahead inc case","point",NA,1556562
"GM","2022-01-23","2022-03-05","6 wk ahead inc case","point",NA,1414262
"GM","2022-01-23","2022-03-12","7 wk ahead inc case","point",NA,1220303
"GM","2022-01-23","2022-03-19","8 wk ahead inc case","point",NA,1029838
"GM","2022-01-23","2022-03-26","9 wk ahead inc case","point",NA,871131
"GM","2022-01-23","2022-04-02","10 wk ahead inc case","point",NA,745052
"GM","2022-01-23","2022-04-09","11 wk ahead inc case","point",NA,644572
"GM","2022-01-23","2022-04-16","12 wk ahead inc case","point",NA,562501
"GM","2022-01-23","2022-04-23","13 wk ahead inc case","point",NA,492473
"GM","2022-01-23","2022-04-30","14 wk ahead inc case","point",NA,430291
"GM","2022-01-23","2022-05-07","15 wk ahead inc case","point",NA,374038
"GM","2022-01-23","2022-05-14","16 wk ahead inc case","point",NA,324249
"GM","2022-01-23","2022-05-21","17 wk ahead inc case","point",NA,281244
"GM","2022-01-23","2022-05-28","18 wk ahead inc case","point",NA,244081
"GM","2022-01-23","2022-06-04","19 wk ahead inc case","point",NA,212804
