"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2021-11-21","2021-11-27","1 wk ahead inc case","point",NA,162209
"PL","2021-11-21","2021-12-04","2 wk ahead inc case","point",NA,159275
"PL","2021-11-21","2021-12-11","3 wk ahead inc case","point",NA,121812
"PL","2021-11-21","2021-12-18","4 wk ahead inc case","point",NA,72834
"PL","2021-11-21","2021-12-25","5 wk ahead inc case","point",NA,38242
"PL","2021-11-21","2022-01-01","6 wk ahead inc case","point",NA,20908
"PL","2021-11-21","2022-01-08","7 wk ahead inc case","point",NA,14087
"PL","2021-11-21","2022-01-15","8 wk ahead inc case","point",NA,12934
"PL","2021-11-21","2022-01-22","9 wk ahead inc case","point",NA,15443
"PL","2021-11-21","2022-01-29","10 wk ahead inc case","point",NA,18315
"PL","2021-11-21","2022-02-05","11 wk ahead inc case","point",NA,21758
"PL","2021-11-21","2022-02-12","12 wk ahead inc case","point",NA,25832
"PL","2021-11-21","2022-02-19","13 wk ahead inc case","point",NA,30667
"PL","2021-11-21","2022-02-26","14 wk ahead inc case","point",NA,36402
"PL","2021-11-21","2022-03-05","15 wk ahead inc case","point",NA,43205
"PL","2021-11-21","2022-03-12","16 wk ahead inc case","point",NA,51271
"PL","2021-11-21","2022-03-19","17 wk ahead inc case","point",NA,60831
"PL","2021-11-21","2022-03-26","18 wk ahead inc case","point",NA,72158
"PL","2021-11-21","2022-04-02","19 wk ahead inc case","point",NA,85571
