"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","point",NA,5738
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.01,3183
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.025,3454
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.05,3751
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.1,4075
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.15,4277
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.2,4490
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.25,4715
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.3,4954
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.35,5137
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.4,5329
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.45,5530
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.5,5738
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.55,5960
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.6,6190
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.65,6432
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.7,6684
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.75,7045
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.8,7428
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.85,7834
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.9,8265
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.95,9053
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.975,9921
"PL","2022-04-17","2022-04-23","1 wk ahead inc case","quantile",0.99,10878
"PL","2022-04-17","2022-04-30","2 wk ahead inc case","point",NA,3934
