"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2021-12-19","2021-12-25","1 wk ahead inc case","point",NA,216681
"GM","2021-12-19","2022-01-01","2 wk ahead inc case","point",NA,220279
"GM","2021-12-19","2022-01-08","3 wk ahead inc case","point",NA,261647
"GM","2021-12-19","2022-01-15","4 wk ahead inc case","point",NA,309769
"GM","2021-12-19","2022-01-22","5 wk ahead inc case","point",NA,366510
"GM","2021-12-19","2022-01-29","6 wk ahead inc case","point",NA,433136
"GM","2021-12-19","2022-02-05","7 wk ahead inc case","point",NA,511327
"GM","2021-12-19","2022-02-12","8 wk ahead inc case","point",NA,602839
"GM","2021-12-19","2022-02-19","9 wk ahead inc case","point",NA,709562
"GM","2021-12-19","2022-02-26","10 wk ahead inc case","point",NA,833449
"GM","2021-12-19","2022-03-05","11 wk ahead inc case","point",NA,958146
"GM","2021-12-19","2022-03-12","12 wk ahead inc case","point",NA,944663
"GM","2021-12-19","2022-03-19","13 wk ahead inc case","point",NA,803046
"GM","2021-12-19","2022-03-26","14 wk ahead inc case","point",NA,596996
"GM","2021-12-19","2022-04-02","15 wk ahead inc case","point",NA,413540
"GM","2021-12-19","2022-04-09","16 wk ahead inc case","point",NA,300480
"GM","2021-12-19","2022-04-16","17 wk ahead inc case","point",NA,258377
"GM","2021-12-19","2022-04-23","18 wk ahead inc case","point",NA,289982
"GM","2021-12-19","2022-04-30","19 wk ahead inc case","point",NA,345573
