"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","point",NA,239761
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.01,128472
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.025,139959
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.05,152560
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.1,166389
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.15,175145
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.2,184418
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.25,194242
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.3,204652
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.35,212839
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.4,221419
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.45,230414
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.5,239761
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.55,249733
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.6,260103
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.65,270979
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.7,282387
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.75,298448
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.8,315508
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.85,333632
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.9,352889
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.95,387896
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.975,426567
"GM","2022-06-05","2022-06-11","1 wk ahead inc case","quantile",0.99,469299
"GM","2022-06-05","2022-06-18","2 wk ahead inc case","point",NA,260654
"GM","2022-06-05","2022-06-18","2 wk ahead inc case","quantile",0.01,93399
