"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","point",NA,1565296
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.01,843356
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.025,918414
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.05,1000697
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.1,1090936
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.15,1147854
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.2,1208098
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.25,1271874
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.3,1339401
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.35,1392069
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.4,1447216
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.45,1504964
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.5,1565444
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.55,1628792
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.6,1695151
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.65,1764673
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.7,1837514
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.75,1940022
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.8,2048757
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.85,2164114
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.9,2286512
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.95,2508904
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.975,2754049
"GM","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.99,3024346
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","point",NA,1782136
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.01,666963
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.025,757100
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.05,859520
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.1,975909
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.15,1058912
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.2,1149047
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.25,1246933
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.3,1353244
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.35,1449601
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.4,1552904
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.45,1663661
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.5,1782416
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.55,1909752
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.6,2046297
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.65,2192725
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.7,2349759
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.75,2551685
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.8,2771079
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.85,3009461
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.9,3268484
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.95,3715002
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.975,4222742
"GM","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.99,4800125
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","point",NA,2055099
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.01,576512
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.025,677562
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.05,796388
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.1,936128
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.15,1040809
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.2,1157236
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.25,1286734
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.3,1430773
"GM","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.35,1563448
