"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-01-23","2022-01-29","1 wk ahead inc case","point",NA,289444
"PL","2022-01-23","2022-02-05","2 wk ahead inc case","point",NA,516732
"PL","2022-01-23","2022-02-12","3 wk ahead inc case","point",NA,816623
"PL","2022-01-23","2022-02-19","4 wk ahead inc case","point",NA,956337
"PL","2022-01-23","2022-02-26","5 wk ahead inc case","point",NA,808685
"PL","2022-01-23","2022-03-05","6 wk ahead inc case","point",NA,497198
"PL","2022-01-23","2022-03-12","7 wk ahead inc case","point",NA,267733
"PL","2022-01-23","2022-03-19","8 wk ahead inc case","point",NA,159697
"PL","2022-01-23","2022-03-26","9 wk ahead inc case","point",NA,132442
"PL","2022-01-23","2022-04-02","10 wk ahead inc case","point",NA,179128
"PL","2022-01-23","2022-04-09","11 wk ahead inc case","point",NA,254560
"PL","2022-01-23","2022-04-16","12 wk ahead inc case","point",NA,348310
"PL","2022-01-23","2022-04-23","13 wk ahead inc case","point",NA,449144
"PL","2022-01-23","2022-04-30","14 wk ahead inc case","point",NA,534711
"PL","2022-01-23","2022-05-07","15 wk ahead inc case","point",NA,580293
"PL","2022-01-23","2022-05-14","16 wk ahead inc case","point",NA,571953
"PL","2022-01-23","2022-05-21","17 wk ahead inc case","point",NA,516854
"PL","2022-01-23","2022-05-28","18 wk ahead inc case","point",NA,437199
"PL","2022-01-23","2022-06-04","19 wk ahead inc case","point",NA,346233
