"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2021-11-14","2021-11-20","1 wk ahead inc case","point",NA,362994
"GM","2021-11-14","2021-11-27","2 wk ahead inc case","point",NA,419190
"GM","2021-11-14","2021-12-04","3 wk ahead inc case","point",NA,495693
"GM","2021-11-14","2021-12-11","4 wk ahead inc case","point",NA,585642
"GM","2021-11-14","2021-12-18","5 wk ahead inc case","point",NA,668369
"GM","2021-11-14","2021-12-25","6 wk ahead inc case","point",NA,643019
"GM","2021-11-14","2022-01-01","7 wk ahead inc case","point",NA,531928
"GM","2021-11-14","2022-01-08","8 wk ahead inc case","point",NA,384029
"GM","2021-11-14","2022-01-15","9 wk ahead inc case","point",NA,261143
"GM","2021-11-14","2022-01-22","10 wk ahead inc case","point",NA,189805
"GM","2021-11-14","2022-01-29","11 wk ahead inc case","point",NA,167013
"GM","2021-11-14","2022-02-05","12 wk ahead inc case","point",NA,193047
"GM","2021-11-14","2022-02-12","13 wk ahead inc case","point",NA,229498
"GM","2021-11-14","2022-02-19","14 wk ahead inc case","point",NA,271949
"GM","2021-11-14","2022-02-26","15 wk ahead inc case","point",NA,321711
"GM","2021-11-14","2022-03-05","16 wk ahead inc case","point",NA,380247
"GM","2021-11-14","2022-03-12","17 wk ahead inc case","point",NA,448934
"GM","2021-11-14","2022-03-19","18 wk ahead inc case","point",NA,529280
"GM","2021-11-14","2022-03-26","19 wk ahead inc case","point",NA,622866
