"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-01-02","2022-01-08","1 wk ahead inc case","point",NA,57666
"PL","2022-01-02","2022-01-15","2 wk ahead inc case","point",NA,34179
"PL","2022-01-02","2022-01-22","3 wk ahead inc case","point",NA,28861
"PL","2022-01-02","2022-01-29","4 wk ahead inc case","point",NA,30086
"PL","2022-01-02","2022-02-05","5 wk ahead inc case","point",NA,36614
"PL","2022-01-02","2022-02-12","6 wk ahead inc case","point",NA,43262
"PL","2022-01-02","2022-02-19","7 wk ahead inc case","point",NA,51339
"PL","2022-01-02","2022-02-26","8 wk ahead inc case","point",NA,60918
"PL","2022-01-02","2022-03-05","9 wk ahead inc case","point",NA,72271
"PL","2022-01-02","2022-03-12","10 wk ahead inc case","point",NA,85718
"PL","2022-01-02","2022-03-19","11 wk ahead inc case","point",NA,101638
"PL","2022-01-02","2022-03-26","12 wk ahead inc case","point",NA,119176
"PL","2022-01-02","2022-04-02","13 wk ahead inc case","point",NA,120555
"PL","2022-01-02","2022-04-09","14 wk ahead inc case","point",NA,103959
"PL","2022-01-02","2022-04-16","15 wk ahead inc case","point",NA,77291
"PL","2022-01-02","2022-04-23","16 wk ahead inc case","point",NA,52421
"PL","2022-01-02","2022-04-30","17 wk ahead inc case","point",NA,36600
"PL","2022-01-02","2022-05-07","18 wk ahead inc case","point",NA,29929
"PL","2022-01-02","2022-05-14","19 wk ahead inc case","point",NA,32272
