"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","point",NA,1768
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.01,973
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.025,1056
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.05,1148
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.1,1249
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.15,1311
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.2,1378
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.25,1448
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.3,1522
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.35,1580
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.4,1640
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.45,1703
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.5,1768
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.55,1838
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.6,1910
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.65,1986
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.7,2065
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.75,2178
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.8,2298
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.85,2425
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.9,2560
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.95,2807
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.975,3079
"PL","2022-05-22","2022-05-28","1 wk ahead inc case","quantile",0.99,3378
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","point",NA,1317
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.01,489
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.025,555
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.05,630
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.1,715
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.15,776
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.2,843
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.25,915
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.3,994
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.35,1067
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.4,1146
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.45,1230
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.5,1317
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.55,1419
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.6,1525
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.65,1638
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.7,1760
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.75,1921
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.8,2098
"PL","2022-05-22","2022-06-04","2 wk ahead inc case","quantile",0.85,2290
