"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","point",NA,563046
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.01,312361
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.025,338987
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.05,368097
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.1,399937
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.15,419758
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.2,440702
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.25,462839
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.3,486242
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.35,504186
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.4,522956
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.45,542594
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.5,563046
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.55,584646
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.6,607153
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.65,630714
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.7,655381
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.75,690580
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.8,727879
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.85,767410
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.9,809315
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.95,885992
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.975,970405
"GM","2022-03-27","2022-04-02","1 wk ahead inc case","quantile",0.99,1063362
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","point",NA,404270
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.01,153916
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.025,174229
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.05,197246
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.1,223330
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.15,241956
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.2,262154
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.25,284057
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.3,307813
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.35,329673
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.4,353112
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.45,378246
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.5,404270
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.55,434104
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.6,465106
"GM","2022-03-27","2022-04-09","2 wk ahead inc case","quantile",0.65,498359
