"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","point",NA,5908
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.01,3210
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.025,3492
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.05,3800
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.1,4138
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.15,4350
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.2,4575
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.25,4813
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.3,5065
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.35,5262
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.4,5468
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.45,5684
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.5,5908
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.55,6147
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.6,6395
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.65,6656
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.7,6929
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.75,7315
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.8,7726
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.85,8162
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.9,8625
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.95,9469
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.975,10400
"PL","2022-04-24","2022-04-30","1 wk ahead inc case","quantile",0.99,11429
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","point",NA,5291
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.01,1922
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.025,2186
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.05,2486
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.1,2828
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.15,3076
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.2,3346
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.25,3640
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.3,3959
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.35,4260
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.4,4583
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.45,4932
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.5,5291
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.55,5712
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.6,6148
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.65,6618
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.7,7125
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.75,7794
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.8,8527
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.85,9330
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.9,10209
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.95,11761
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.975,13552
"PL","2022-04-24","2022-05-07","2 wk ahead inc case","quantile",0.99,15618
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","point",NA,4679
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.01,1165
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.025,1380
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.05,1635
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.1,1938
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.15,2175
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.2,2441
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.25,2741
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.3,3077
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.35,3421
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.4,3803
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.45,4228
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.5,4679
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.55,5228
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.6,5815
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.65,6467
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.7,7194
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.75,8142
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.8,9215
"PL","2022-04-24","2022-05-14","3 wk ahead inc case","quantile",0.85,10432
