"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","point",NA,73403
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.01,39456
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.025,42967
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.05,46817
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.1,51042
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.15,53713
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.2,56542
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.25,59539
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.3,62714
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.35,65206
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.4,67819
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.45,70558
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.5,73430
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.55,76440
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.6,79598
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.65,82909
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.7,86382
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.75,91279
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.8,96480
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.85,102005
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.9,107876
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.95,118556
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.975,130353
"PL","2022-03-20","2022-03-26","1 wk ahead inc case","quantile",0.99,143389
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","point",NA,80897
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.01,28901
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.025,32929
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.05,37524
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.1,42766
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.15,46578
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.2,50733
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.25,55264
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.3,60205
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.35,64860
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.4,69881
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.45,75298
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.5,81143
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.55,87450
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.6,94256
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.65,101602
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.7,109531
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.75,119972
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.8,131421
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.85,143978
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.9,157750
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.95,182009
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.975,210038
"PL","2022-03-20","2022-04-02","2 wk ahead inc case","quantile",0.99,242427
"PL","2022-03-20","2022-04-09","3 wk ahead inc case","point",NA,96449
"PL","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.01,23265
"PL","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.025,27665
"PL","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.05,32903
"PL","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.1,39137
"PL","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.15,44044
"PL","2022-03-20","2022-04-09","3 wk ahead inc case","quantile",0.2,49571
