"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","point",NA,2671
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.01,1458
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.025,1585
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.05,1724
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.1,1877
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.15,1972
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.2,2074
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.25,2181
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.3,2294
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.35,2382
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.4,2474
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.45,2571
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.5,2671
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.55,2778
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.6,2889
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.65,3006
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.7,3128
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.75,3301
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.8,3485
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.85,3680
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.9,3887
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.95,4265
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.975,4682
"PL","2022-05-15","2022-05-21","1 wk ahead inc case","quantile",0.99,5142
"PL","2022-05-15","2022-05-28","2 wk ahead inc case","point",NA,2183
"PL","2022-05-15","2022-05-28","2 wk ahead inc case","quantile",0.01,802
"PL","2022-05-15","2022-05-28","2 wk ahead inc case","quantile",0.025,911
"PL","2022-05-15","2022-05-28","2 wk ahead inc case","quantile",0.05,1035
"PL","2022-05-15","2022-05-28","2 wk ahead inc case","quantile",0.1,1176
"PL","2022-05-15","2022-05-28","2 wk ahead inc case","quantile",0.15,1278
