"location","type","quantile","value","target_end_date","forecast_date","target"
"PL","point",NA,947,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.01,656,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.025,674,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.05,690,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.1,730,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.15,764,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.2,791,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.25,820,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.3,848,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.35,877,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.4,901,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.45,924,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.5,947,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.55,978,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.6,1004,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.65,1036,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.7,1072,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.75,1109,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.8,1150,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.85,1208,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.9,1268,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.95,1350,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.975,1405,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","quantile",0.99,1446,"2022-06-25","2022-06-20","1 wk ahead inc case"
"PL","point",NA,810,"2022-07-02","2022-06-20","2 wk ahead inc case"
"PL","quantile",0.01,496,"2022-07-02","2022-06-20","2 wk ahead inc case"
"PL","quantile",0.025,518,"2022-07-02","2022-06-20","2 wk ahead inc case"
"PL","quantile",0.05,544,"2022-07-02","2022-06-20","2 wk ahead inc case"
