"location","type","quantile","value","target_end_date","forecast_date","target"
"GM","point",NA,372,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.01,102,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.025,133,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.05,159,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.1,187,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.15,217,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.2,246,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.25,266,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.3,288,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.35,313,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.4,332,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.45,352,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.5,372,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.55,392,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.6,417,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.65,450,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.7,487,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.75,516,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.8,555,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.85,602,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.9,684,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.95,826,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.975,980,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.99,1200,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","point",NA,524,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.01,124,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.025,157,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.05,188,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.1,250,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.15,287,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.2,318,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.25,352,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.3,381,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.35,419,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.4,451,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.45,484,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.5,524,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.55,566,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.6,613,"2021-08-14","2021-08-02","2 wk ahead inc death"
