"location","type","quantile","value","target_end_date","forecast_date","target"
"PL","point",NA,33861,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.01,25367,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.025,25844,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.05,26666,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.1,27704,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.15,28598,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.2,29423,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.25,30189,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.3,30894,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.35,31634,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.4,32450,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.45,33171,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.5,33861,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.55,34688,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.6,35500,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.65,36460,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.7,37313,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.75,38382,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.8,39688,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.85,41106,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.9,42586,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.95,45170,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.975,46741,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","quantile",0.99,47908,"2022-04-02","2022-03-28","1 wk ahead inc case"
"PL","point",NA,18853,"2022-04-09","2022-03-28","2 wk ahead inc case"
"PL","quantile",0.01,8955,"2022-04-09","2022-03-28","2 wk ahead inc case"
"PL","quantile",0.025,9520,"2022-04-09","2022-03-28","2 wk ahead inc case"
"PL","quantile",0.05,10187,"2022-04-09","2022-03-28","2 wk ahead inc case"
"PL","quantile",0.1,11292,"2022-04-09","2022-03-28","2 wk ahead inc case"
