"location","type","quantile","value","target_end_date","forecast_date","target"
"GM","point",NA,183,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.01,46,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.025,58,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.05,71,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.1,92,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.15,103,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.2,116,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.25,124,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.3,135,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.35,147,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.4,158,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.45,171,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.5,183,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.55,192,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.6,206,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.65,220,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.7,234,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.75,249,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.8,269,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.85,293,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.9,327,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.95,400,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.975,479,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","quantile",0.99,592,"2021-07-17","2021-07-12","1 wk ahead inc death"
"GM","point",NA,195,"2021-07-24","2021-07-12","2 wk ahead inc death"
"GM","quantile",0.01,42,"2021-07-24","2021-07-12","2 wk ahead inc death"
"GM","quantile",0.025,53,"2021-07-24","2021-07-12","2 wk ahead inc death"
"GM","quantile",0.05,66,"2021-07-24","2021-07-12","2 wk ahead inc death"
"GM","quantile",0.1,83,"2021-07-24","2021-07-12","2 wk ahead inc death"
"GM","quantile",0.15,99,"2021-07-24","2021-07-12","2 wk ahead inc death"
"GM","quantile",0.2,114,"2021-07-24","2021-07-12","2 wk ahead inc death"
"GM","quantile",0.25,125,"2021-07-24","2021-07-12","2 wk ahead inc death"
"GM","quantile",0.3,139,"2021-07-24","2021-07-12","2 wk ahead inc death"
"GM","quantile",0.35,150,"2021-07-24","2021-07-12","2 wk ahead inc death"
