"location","type","quantile","value","target_end_date","forecast_date","target"
"GM","point",NA,414,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.01,116,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.025,173,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.05,206,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.1,252,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.15,280,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.2,305,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.25,326,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.3,345,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.35,363,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.4,380,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.45,398,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.5,414,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.55,432,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.6,451,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.65,470,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.7,490,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.75,515,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.8,543,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.85,577,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.9,626,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.95,716,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.975,777,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","quantile",0.99,861,"2021-09-25","2021-09-20","1 wk ahead inc death"
"GM","point",NA,485,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.01,49,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.025,106,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.05,150,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.1,216,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.15,258,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.2,303,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.25,336,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.3,368,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.35,399,"2021-10-02","2021-09-20","2 wk ahead inc death"
"GM","quantile",0.4,428,"2021-10-02","2021-09-20","2 wk ahead inc death"
