"location","type","quantile","value","target_end_date","forecast_date","target"
"GM","point",NA,238,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.01,0,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.025,40,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.05,78,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.1,115,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.15,136,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.2,154,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.25,170,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.3,183,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.35,197,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.4,212,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.45,225,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.5,238,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.55,253,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.6,269,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.65,283,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.7,303,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.75,325,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.8,350,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.85,383,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.9,419,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.95,492,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.975,554,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","quantile",0.99,622,"2021-08-07","2021-08-02","1 wk ahead inc death"
"GM","point",NA,234,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.01,0,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.025,0,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.05,8,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.1,56,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.15,81,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.2,106,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.25,128,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.3,149,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.35,170,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.4,192,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.45,214,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.5,234,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.55,257,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.6,278,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.65,305,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.7,334,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.75,367,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.8,403,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.85,448,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.9,512,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.95,624,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.975,719,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","quantile",0.99,884,"2021-08-14","2021-08-02","2 wk ahead inc death"
"GM","point",NA,228,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.01,0,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.025,0,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.05,0,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.1,0,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.15,30,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.2,60,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.25,89,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.3,118,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.35,143,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.4,170,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.45,200,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.5,228,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.55,258,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.6,290,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.65,329,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.7,370,"2021-08-21","2021-08-02","3 wk ahead inc death"
"GM","quantile",0.75,418,"2021-08-21","2021-08-02","3 wk ahead inc death"
