"location","type","quantile","value","target_end_date","forecast_date","target"
"GM","point",NA,285284,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.01,215819,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.025,221550,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.05,235886,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.1,239742,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.15,248406,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.2,256343,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.25,266408,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.3,271036,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.35,277908,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.4,280250,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.45,282499,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.5,285284,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.55,289769,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.6,296367,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.65,299283,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.7,302903,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.75,306781,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.8,311518,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.85,318131,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.9,331525,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.95,351680,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.975,375269,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","quantile",0.99,385140,"2022-08-27","2022-08-22","1 wk ahead inc case"
"GM","point",NA,328232,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.01,134547,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.025,180017,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.05,202201,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.1,228115,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.15,244536,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.2,259436,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.25,274555,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.3,287865,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.35,300084,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.4,309958,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.45,318719,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.5,328232,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.55,337998,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.6,347549,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.65,358961,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.7,370334,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.75,382958,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.8,395765,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.85,414636,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.9,443109,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.95,486509,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.975,529593,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","quantile",0.99,566050,"2022-09-03","2022-08-22","2 wk ahead inc case"
"GM","point",NA,327695,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.01,69119,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.025,107618,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.05,142515,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.1,178134,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.15,202708,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.2,223476,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.25,243405,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.3,260939,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.35,279274,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.4,295457,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.45,311256,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.5,327695,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.55,344590,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.6,360598,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.65,378738,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.7,397420,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.75,416762,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.8,444425,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.85,474626,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.9,517544,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.95,587668,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.975,647383,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","quantile",0.99,714950,"2022-09-10","2022-08-22","3 wk ahead inc case"
"GM","point",NA,304494,"2022-09-17","2022-08-22","4 wk ahead inc case"
"GM","quantile",0.01,18172,"2022-09-17","2022-08-22","4 wk ahead inc case"
"GM","quantile",0.025,46189,"2022-09-17","2022-08-22","4 wk ahead inc case"
"GM","quantile",0.05,79716,"2022-09-17","2022-08-22","4 wk ahead inc case"
"GM","quantile",0.1,120132,"2022-09-17","2022-08-22","4 wk ahead inc case"
"GM","quantile",0.15,149595,"2022-09-17","2022-08-22","4 wk ahead inc case"
