"forecast_date","target","target_end_date","location","type","quantile","value","location_name"
2021-07-26,"-1 wk ahead inc death",2021-07-17,"PL","observed",NA,53,"Poland"
2021-07-26,"0 wk ahead inc death",2021-07-24,"PL","observed",NA,30,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","point",NA,28,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","point",NA,28,"Poland"
2021-07-26,"3 wk ahead inc death",2021-08-14,"PL","point",NA,28,"Poland"
2021-07-26,"4 wk ahead inc death",2021-08-21,"PL","point",NA,28,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.01,7,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.025,10,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.05,12,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.1,15,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.15,17,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.2,19,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.25,21,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.3,22,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.35,24,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.4,25,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.45,27,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.5,28,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.55,30,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.6,32,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.65,33,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.7,35,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.75,38,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.8,40,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.85,43,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.9,47,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.95,54,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.975,60,"Poland"
2021-07-26,"1 wk ahead inc death",2021-07-31,"PL","quantile",0.99,67,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.01,7,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.025,10,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.05,12,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.1,15,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.15,17,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.2,19,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.25,21,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.3,22,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.35,24,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.4,25,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.45,27,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.5,28,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.55,30,"Poland"
2021-07-26,"2 wk ahead inc death",2021-08-07,"PL","quantile",0.6,32,"Poland"
