target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.01,19638.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.025,21622.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.05,22842.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.1,24427.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.15,26002.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.2,26546.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.25,27324.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.3,27530.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.35,27978.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.4,28588.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.45,28832.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.5,29184.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.55,29611.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.6,29768.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.65,29868.9
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.7,30262.4
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.75,30791.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.8,31209.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.85,31885.4
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.9,32545.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.95,33385.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.975,35584.9
1 wk ahead inc case,2021-12-20,2021-12-25,GM01,quantile,0.99,37893.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.01,14102.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.025,16300.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.05,17714.4
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.1,19618.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.15,21377.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.2,22030.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.25,22989.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.3,23160.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.35,23690.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.4,24356.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.45,24696.9
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.5,25094.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.55,25562.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.6,25737.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.65,25904.9
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.7,26318.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.75,26908.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.8,27391.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.85,28168.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.9,28970.4
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.95,29999.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.975,32465.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM02,quantile,0.99,35162.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.01,1404.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.025,1528.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.05,1602.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.1,1694.9
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.15,1778.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.2,1818.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.25,1856.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.3,1873.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.35,1901.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.4,1936.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.45,1946.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.5,1965.4
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.55,1991.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.6,2000.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.65,2004.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.7,2026.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.75,2054.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.8,2077.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.85,2114.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.9,2151.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.95,2209.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.975,2329.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM03,quantile,0.99,2466.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.01,4997.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.025,5338.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.05,5546.9
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.1,5797.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.15,6042.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.2,6148.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.25,6258.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.3,6302.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.35,6379.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.4,6479.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.45,6509.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.5,6562.9
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.55,6634.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.6,6660.4
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.65,6673.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.7,6733.4
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.75,6815.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.8,6880.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.85,6983.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.9,7086.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.95,7245.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.975,7587.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM04,quantile,0.99,7958.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.01,5661.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.025,6747.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.05,7462.5
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.1,8310.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.15,9084.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.2,9450.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.25,9814.4
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.3,9945.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.35,10200.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.4,10503.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.45,10613.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.5,10803.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.55,11017.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.6,11111.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.65,11150.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.7,11347.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.75,11610.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.8,11812.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.85,12168.3
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.9,12510.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.95,13053.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.975,14154.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM05,quantile,0.99,15413.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.01,6137.6
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.025,7539.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.05,8421.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.1,9468.9
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.15,10370.7
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.2,10857.2
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.25,11250.0
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.3,11448.9
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.35,11784.4
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.4,12161.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.45,12264.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.5,12484.1
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.55,12763.8
1 wk ahead inc case,2021-12-20,2021-12-25,GM06,quantile,0.6,12878.9
