target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.01,1270.0
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.025,2645.9
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.05,4372.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.1,6969.8
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.15,11192.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.2,12997.8
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.25,15161.7
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.3,16427.0
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.35,16804.8
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.4,17260.0
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.45,18225.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.5,18710.6
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.55,19987.4
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.6,20154.0
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.65,20558.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.7,21912.4
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.75,23369.0
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.8,24015.6
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.85,25205.7
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.9,26991.7
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.95,31486.0
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.975,36690.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM01,quantile,0.99,43569.7
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.01,3865.7
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.025,5960.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.05,10530.8
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.1,15552.3
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.15,21552.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.2,23642.1
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.25,26492.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.3,27858.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.35,28276.3
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.4,28924.8
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.45,30012.6
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.5,30590.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.55,32106.7
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.6,32365.2
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.65,32914.9
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.7,34556.4
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.75,36330.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.8,37270.5
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.85,38660.6
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.9,40725.1
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.95,45940.1
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.975,52494.4
1 wk ahead inc case,2022-09-12,2022-09-17,GM02,quantile,0.99,60275.3
1 wk ahead inc case,2022-09-12,2022-09-17,GM03,quantile,0.01,702.4
1 wk ahead inc case,2022-09-12,2022-09-17,GM03,quantile,0.025,1081.1
1 wk ahead inc case,2022-09-12,2022-09-17,GM03,quantile,0.05,1434.7
1 wk ahead inc case,2022-09-12,2022-09-17,GM03,quantile,0.1,1736.9
1 wk ahead inc case,2022-09-12,2022-09-17,GM03,quantile,0.15,2034.2
1 wk ahead inc case,2022-09-12,2022-09-17,GM03,quantile,0.2,2146.6
1 wk ahead inc case,2022-09-12,2022-09-17,GM03,quantile,0.25,2275.7
1 wk ahead inc case,2022-09-12,2022-09-17,GM03,quantile,0.3,2357.8
