target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.01,138.5
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.025,292.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.05,469.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.1,1268.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.15,1957.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.2,2949.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.25,4237.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.3,5709.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.35,6384.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.4,7920.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.45,9182.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.5,10358.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.55,10662.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.6,11766.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.65,12149.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.7,13371.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.75,13464.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.8,14979.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.85,16951.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.9,20071.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.95,25463.5
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.975,31822.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM01,quantile,0.99,42748.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.01,345.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.025,594.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.05,1025.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.1,2453.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.15,3873.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.2,5212.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.25,6840.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.3,9089.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.35,9871.5
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.4,11773.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.45,13263.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.5,14769.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.55,15073.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.6,16509.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.65,16951.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.7,18406.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.75,18430.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.8,20341.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.85,22552.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.9,26353.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.95,32795.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.975,40294.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM02,quantile,0.99,53113.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.01,532.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.025,779.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.05,1059.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.1,1333.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.15,1516.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.2,1661.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.25,1793.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.3,1953.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.35,2001.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.4,2128.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.45,2227.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.5,2289.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.55,2314.5
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.6,2385.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.65,2406.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.7,2475.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.75,2499.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.8,2581.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.85,2704.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.9,2892.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.95,3221.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.975,3625.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM03,quantile,0.99,4305.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.01,146.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.025,240.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.05,609.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.1,1044.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.15,1406.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.2,1693.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.25,2049.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.3,2471.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.35,2591.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.4,2914.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.45,3175.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.5,3361.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.55,3416.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.6,3612.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.65,3672.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.7,3865.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.75,3905.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.8,4145.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.85,4476.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.9,4987.5
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.95,5885.5
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.975,6965.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM04,quantile,0.99,8788.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.01,496.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.025,784.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.05,2197.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.1,3715.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.15,4953.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.2,5995.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.25,7191.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.3,8607.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.35,9026.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.4,10160.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.45,11020.5
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.5,11653.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.55,11849.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.6,12510.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.65,12686.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.7,13346.5
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.75,13540.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.8,14355.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.85,15485.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.9,17172.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.95,20233.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.975,23966.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM05,quantile,0.99,30101.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.01,443.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.025,724.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.05,1406.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.1,2381.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.15,3514.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.2,4404.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.25,5290.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.3,6938.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.35,7381.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.4,8625.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.45,9714.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.5,10468.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.55,10708.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.6,11526.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.65,11815.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.7,12628.5
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.75,12841.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.8,13841.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.85,15317.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.9,17500.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.95,21345.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.975,26048.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM06,quantile,0.99,34006.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.01,843.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.025,1235.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.05,2716.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.1,5769.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.15,8682.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.2,10871.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.25,13677.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.3,17795.2
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.35,18896.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.4,21681.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.45,24232.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.5,26013.0
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.55,26572.1
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.6,28406.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.65,28946.7
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.7,30836.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.75,31333.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.8,33625.8
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.85,36899.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.9,41734.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.95,50422.6
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.975,60993.3
1 wk ahead inc case,2022-05-30,2022-06-04,GM07,quantile,0.99,78646.9
1 wk ahead inc case,2022-05-30,2022-06-04,GM08,quantile,0.01,136.4
1 wk ahead inc case,2022-05-30,2022-06-04,GM08,quantile,0.025,214.3
