target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.01,57715.5
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.025,65239.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.05,71166.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.1,76086.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.15,79381.5
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.2,82292.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.25,84829.7
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.3,86437.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.35,87714.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.4,89431.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.45,90456.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.5,91257.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.55,92470.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.6,93297.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.65,93488.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.7,94753.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.75,95621.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.8,97123.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.85,100359.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.9,102937.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.95,108754.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.975,115427.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM01,quantile,0.99,125221.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.01,103255.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.025,112270.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.05,119303.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.1,125176.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.15,129193.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.2,132777.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.25,135576.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.3,137426.7
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.35,139020.5
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.4,141240.7
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.45,142319.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.5,143203.5
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.55,144758.7
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.6,145839.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.65,145993.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.7,147533.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.75,148637.5
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.8,150515.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.85,154254.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.9,157348.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.95,164310.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.975,172415.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM02,quantile,0.99,183921.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.01,2127.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.025,2578.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.05,2939.7
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.1,3242.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.15,3434.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.2,3609.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.25,3771.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.3,3874.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.35,3948.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.4,4047.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.45,4114.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.5,4164.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.55,4236.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.6,4281.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.65,4297.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.7,4370.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.75,4421.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.8,4510.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.85,4711.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.9,4868.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.95,5223.5
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.975,5623.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM03,quantile,0.99,6225.7
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.01,5522.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.025,6736.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.05,7725.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.1,8555.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.15,9048.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.2,9543.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.25,9978.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.3,10252.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.35,10451.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.4,10713.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.45,10891.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.5,11028.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.55,11226.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.6,11336.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.65,11387.7
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.7,11583.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.75,11709.5
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.8,11970.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.85,12504.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.9,12934.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.95,13907.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.975,14976.0
1 wk ahead inc case,2022-07-25,2022-07-30,GM04,quantile,0.99,16588.8
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.01,37535.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.025,41885.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.05,45236.7
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.1,47992.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.15,49966.2
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.2,51624.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.25,53037.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.3,53957.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.35,54665.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.4,55725.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.45,56309.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.5,56745.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.55,57419.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.6,57942.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.65,58017.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.7,58764.4
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.75,59313.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.8,60177.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.85,62029.7
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.9,63452.3
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.95,66736.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.975,70670.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM05,quantile,0.99,76265.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM06,quantile,0.01,42637.6
1 wk ahead inc case,2022-07-25,2022-07-30,GM06,quantile,0.025,48104.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM06,quantile,0.05,52313.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM06,quantile,0.1,55868.1
1 wk ahead inc case,2022-07-25,2022-07-30,GM06,quantile,0.15,58252.9
1 wk ahead inc case,2022-07-25,2022-07-30,GM06,quantile,0.2,60323.5
