target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.01,70607.1
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.025,78834.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.05,84736.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.1,88734.6
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.15,92823.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.2,94758.7
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.25,96552.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.3,97956.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.35,99309.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.4,100942.7
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.45,101594.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.5,102740.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.55,104223.4
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.6,105236.1
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.65,106095.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.7,107788.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.75,109420.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.8,110496.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.85,113770.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.9,116291.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.95,120993.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.975,126315.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM01,quantile,0.99,135899.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.01,90009.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.025,99618.4
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.05,106490.7
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.1,111139.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.15,116156.1
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.2,118510.1
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.25,120635.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.3,122276.7
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.35,124036.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.4,126131.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.45,126958.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.5,128443.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.55,130261.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.6,131677.7
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.65,132748.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.7,134891.4
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.75,137085.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.8,138552.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.85,142903.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.9,146248.1
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.95,152019.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.975,158519.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM02,quantile,0.99,171012.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.01,2416.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.025,2889.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.05,3237.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.1,3481.6
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.15,3704.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.2,3820.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.25,3924.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.3,4010.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.35,4079.1
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.4,4159.7
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.45,4200.6
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.5,4260.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.55,4342.4
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.6,4399.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.65,4447.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.7,4535.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.75,4623.7
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.8,4681.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.85,4862.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.9,5000.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.95,5276.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.975,5579.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM03,quantile,0.99,6139.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.01,2424.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.025,3535.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.05,4423.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.1,5077.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.15,5529.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.2,5839.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.25,6132.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.3,6334.4
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.35,6480.6
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.4,6612.7
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.45,6709.1
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.5,6828.4
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.55,7018.1
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.6,7157.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.65,7271.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.7,7432.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.75,7591.1
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.8,7751.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.85,8127.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.9,8438.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.95,9133.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.975,9859.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM04,quantile,0.99,11141.6
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.01,48838.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.025,53554.7
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.05,56928.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.1,59160.5
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.15,61674.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.2,62764.9
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.25,63814.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.3,64636.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.35,65469.0
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.4,66548.6
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.45,66943.3
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.5,67676.4
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.55,68535.2
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.6,69167.8
1 wk ahead inc case,2022-10-17,2022-10-22,GM05,quantile,0.65,69668.3
