target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.01,5090.6
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.025,8045.3
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.05,12887.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.1,18737.6
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.15,21275.0
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.2,24199.6
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.25,26751.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.3,27953.0
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.35,28539.3
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.4,29948.4
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.45,30578.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.5,31486.4
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.55,32039.2
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.6,33381.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.65,33883.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.7,34741.4
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.75,35024.6
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.8,36591.2
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.85,39402.1
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.9,41209.7
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.95,46079.6
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.975,51801.7
1 wk ahead inc case,2022-08-08,2022-08-13,GM01,quantile,0.99,60820.6
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.01,4833.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.025,7676.2
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.05,10992.0
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.1,17281.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.15,20273.2
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.2,23697.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.25,26789.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.3,28117.1
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.35,28822.4
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.4,30389.3
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.45,31114.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.5,32233.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.55,32849.1
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.6,34590.2
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.65,35128.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.7,36154.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.75,36458.4
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.8,38429.7
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.85,41795.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.9,43884.8
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.95,49643.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.975,56357.8
1 wk ahead inc case,2022-08-08,2022-08-13,GM02,quantile,0.99,67011.2
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.01,234.0
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.025,404.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.05,665.0
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.1,1016.0
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.15,1171.0
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.2,1353.4
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.25,1503.0
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.3,1580.2
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.35,1615.1
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.4,1699.3
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.45,1742.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.5,1801.6
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.55,1832.9
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.6,1910.6
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.65,1938.2
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.7,1996.6
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.75,2013.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.8,2103.0
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.85,2274.2
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.9,2387.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.95,2686.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.975,3035.8
1 wk ahead inc case,2022-08-08,2022-08-13,GM03,quantile,0.99,3594.5
1 wk ahead inc case,2022-08-08,2022-08-13,GM04,quantile,0.01,748.8
1 wk ahead inc case,2022-08-08,2022-08-13,GM04,quantile,0.025,1348.1
1 wk ahead inc case,2022-08-08,2022-08-13,GM04,quantile,0.05,2357.4
