"location","type","quantile","value","target_end_date","forecast_date","target"
"PL","point",NA,142069,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.01,125873,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.025,128359,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.05,130517,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.1,133026,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.15,134733,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.2,136097,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.25,137273,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.3,138333,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.35,139319,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.4,140258,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.45,141170,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.5,142069,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.55,142972,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.6,143892,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.65,144847,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.7,145856,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.75,146948,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.8,148170,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.85,149601,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.9,151410,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.95,154112,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.975,156475,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","quantile",0.99,159245,"2021-12-18","2021-12-13","1 wk ahead inc case"
"PL","point",NA,113483,"2021-12-25","2021-12-13","2 wk ahead inc case"
