target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.01,176388.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.025,183757.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.05,190629.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.1,192643.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.15,196365.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.2,199055.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.25,199876.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.3,202583.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.35,203321.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.4,204489.5
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.45,205945.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.5,207702.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.55,208157.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.6,209437.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.65,212744.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.7,215436.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.75,216603.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.8,219429.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.85,220528.5
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.9,222295.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.95,228074.1
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.975,231603.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM01,quantile,0.99,243022.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.01,229904.1
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.025,238517.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.05,246708.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.1,248996.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.15,253425.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.2,256678.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.25,257593.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.3,260792.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.35,261657.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.4,263114.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.45,264860.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.5,266900.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.55,267424.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.6,268874.1
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.65,272883.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.7,276081.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.75,277455.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.8,280789.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.85,281990.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.9,284196.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.95,290901.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.975,295165.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM02,quantile,0.99,308590.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.01,7143.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.025,7587.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.05,8008.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.1,8136.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.15,8366.1
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.2,8519.1
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.25,8569.5
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.3,8731.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.35,8781.5
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.4,8852.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.45,8935.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.5,9040.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.55,9071.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.6,9154.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.65,9348.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.7,9514.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.75,9583.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.8,9757.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.85,9829.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.9,9933.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.95,10291.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.975,10500.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM03,quantile,0.99,11198.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.01,23451.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.025,24645.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.05,25805.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.1,26135.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.15,26761.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.2,27188.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.25,27311.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.3,27749.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.35,27891.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.4,28109.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.45,28333.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.5,28609.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.55,28703.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.6,28895.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.65,29444.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.7,29925.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.75,30101.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.8,30567.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.85,30739.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.9,31054.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.95,31981.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.975,32598.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM04,quantile,0.99,34498.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.01,94153.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.025,98302.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.05,102225.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.1,103358.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.15,105413.1
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.2,106950.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.25,107389.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.3,108889.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.35,109362.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.4,110072.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.45,110850.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.5,111842.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.55,112134.1
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.6,112817.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.65,114669.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.7,116264.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.75,116911.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.8,118454.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.85,119118.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.9,120159.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.95,123310.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.975,125441.3
1 wk ahead inc case,2022-02-14,2022-02-19,GM05,quantile,0.99,131918.5
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.01,88910.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.025,94222.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.05,99119.2
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.1,100679.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.15,103206.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.2,105046.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.25,105668.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.3,107498.8
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.35,108132.1
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.4,109003.4
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.45,109932.9
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.5,111181.7
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.55,111625.0
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.6,112523.5
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.65,114684.6
1 wk ahead inc case,2022-02-14,2022-02-19,GM06,quantile,0.7,116685.3
