target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.01,6927.1
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.025,7824.9
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.05,8643.2
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.1,8936.1
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.15,9305.6
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.2,9474.4
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.25,9702.6
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.3,9900.2
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.35,10039.3
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.4,10158.7
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.45,10319.7
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.5,10562.3
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.55,10659.8
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.6,10914.2
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.65,11045.5
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.7,11268.9
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.75,11425.5
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.8,11732.4
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.85,12103.9
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.9,12491.2
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.95,13244.3
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.975,13842.2
1 wk ahead inc case,2021-09-20,2021-09-25,GM01,quantile,0.99,15130.3
1 wk ahead inc case,2021-09-20,2021-09-25,GM02,quantile,0.01,8301.5
1 wk ahead inc case,2021-09-20,2021-09-25,GM02,quantile,0.025,9375.9
1 wk ahead inc case,2021-09-20,2021-09-25,GM02,quantile,0.05,10357.3
1 wk ahead inc case,2021-09-20,2021-09-25,GM02,quantile,0.1,10689.5
