target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.01,404.0
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.025,722.5
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.05,929.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.1,1084.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.15,1205.4
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.2,1319.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.25,1407.8
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.3,1476.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.35,1586.5
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.4,1651.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.45,1696.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.5,1755.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.55,1818.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.6,1887.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.65,1957.8
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.7,2043.0
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.75,2123.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.8,2230.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.85,2396.8
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.9,2594.5
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.95,3028.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.975,3494.5
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.99,4196.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.01,389.0
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.025,723.5
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.05,983.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.1,1149.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.15,1289.3
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.2,1422.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.25,1523.6
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.3,1605.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.35,1737.6
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.4,1817.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.45,1871.6
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.5,1941.8
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.55,2017.8
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.6,2096.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.65,2183.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.7,2290.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.75,2392.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.8,2525.6
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.85,2718.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.9,2959.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.95,3489.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.975,4045.6
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.99,4896.8
1 wk ahead inc case,2021-08-02,2021-08-07,GM03,quantile,0.01,52.4
1 wk ahead inc case,2021-08-02,2021-08-07,GM03,quantile,0.025,88.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM03,quantile,0.05,108.0
1 wk ahead inc case,2021-08-02,2021-08-07,GM03,quantile,0.1,123.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM03,quantile,0.15,133.4
1 wk ahead inc case,2021-08-02,2021-08-07,GM03,quantile,0.2,141.4
1 wk ahead inc case,2021-08-02,2021-08-07,GM03,quantile,0.25,148.5
