target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.01,403.9
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.025,691.1
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.05,880.2
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.1,1005.1
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.15,1118.5
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.2,1203.4
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.25,1280.9
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.3,1358.4
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.35,1416.3
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.4,1454.1
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.45,1531.2
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.5,1587.4
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.55,1637.4
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.6,1692.3
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.65,1736.5
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.7,1810.1
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.75,1888.2
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.8,1966.2
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.85,2086.9
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.9,2277.1
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.95,2627.6
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.975,3072.4
1 wk ahead inc case,2021-07-26,2021-07-31,GM01,quantile,0.99,3719.2
1 wk ahead inc case,2021-07-26,2021-07-31,GM02,quantile,0.01,291.2
1 wk ahead inc case,2021-07-26,2021-07-31,GM02,quantile,0.025,575.6
