target,forecast_date,target_end_date,location,type,quantile,value
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.01,222.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.025,461.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.05,972.0
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.1,1144.0
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.15,1259.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.2,1383.0
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.25,1524.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.3,1605.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.35,1692.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.4,1774.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.45,1822.4
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.5,1909.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.55,1979.5
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.6,2043.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.65,2097.4
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.7,2204.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.75,2307.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.8,2425.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.85,2598.8
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.9,2853.6
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.95,3342.6
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.975,3913.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM01,quantile,0.99,5013.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.01,219.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.025,464.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.05,1046.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.1,1249.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.15,1384.9
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.2,1533.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.25,1686.8
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.3,1786.4
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.35,1889.1
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.4,1982.5
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.45,2044.7
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.5,2149.6
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.55,2230.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.6,2306.5
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.65,2374.0
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.7,2502.8
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.75,2628.2
1 wk ahead inc case,2021-08-02,2021-08-07,GM02,quantile,0.8,2766.5
