"location","forecast_date","target","target_end_date","type","quantile","value"
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.01,25000
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.01,12000
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.01,5440
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.01,1950
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.025,27100
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.025,14800
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.025,7270
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.025,3240
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.05,29300
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.05,16500
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.05,9090
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.05,4690
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.1,32100
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.1,19500
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.1,11400
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.1,6710
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.15,33700
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.15,21600
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.15,13300
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.15,8380
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.2,35300
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.2,23200
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.2,15300
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.2,10100
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.25,36800
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.25,24700
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.25,16900
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.25,11900
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.3,38200
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.3,26300
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.3,18500
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.3,13800
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.35,39400
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.35,28200
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.35,20800
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.35,15800
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.4,40700
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.4,29800
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.4,22900
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.4,17900
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.45,41800
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.45,31600
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.45,24800
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.45,20500
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.5,43200
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.5,33200
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.5,27200
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.5,23000
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.55,44400
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.55,35300
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.55,29800
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.55,25900
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.6,45700
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.6,37500
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.6,32500
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.6,29700
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.65,47300
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.65,40000
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.65,36100
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.65,33800
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.7,48800
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.7,42600
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.7,39200
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.7,38100
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.75,50500
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.75,45700
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.75,43000
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.75,43400
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.8,52500
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.8,48600
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.8,48100
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.8,50900
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.85,55300
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.85,52600
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.85,55100
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.85,61800
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.9,58100
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.9,59800
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.9,64600
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.9,75400
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.95,64300
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.95,70100
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.95,83700
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.95,103000
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.975,70800
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.975,77500
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.975,105000
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.975,136000
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","quantile",0.99,78600
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","quantile",0.99,96700
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","quantile",0.99,131000
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","quantile",0.99,187000
"PL","2022-03-27","1 wk ahead inc case","2022-04-02","point",NA,43200
"PL","2022-03-27","2 wk ahead inc case","2022-04-09","point",NA,33200
"PL","2022-03-27","3 wk ahead inc case","2022-04-16","point",NA,27200
"PL","2022-03-27","4 wk ahead inc case","2022-04-23","point",NA,23000
