"location","forecast_date","target","target_end_date","type","quantile","value"
"PL","2022-07-24","1 wk ahead inc case","2022-07-30","quantile",0.01,10700
"PL","2022-07-24","2 wk ahead inc case","2022-08-06","quantile",0.01,8580
"PL","2022-07-24","3 wk ahead inc case","2022-08-13","quantile",0.01,5410
"PL","2022-07-24","4 wk ahead inc case","2022-08-20","quantile",0.01,4110
"PL","2022-07-24","1 wk ahead inc case","2022-07-30","quantile",0.025,12200
"PL","2022-07-24","2 wk ahead inc case","2022-08-06","quantile",0.025,10000
"PL","2022-07-24","3 wk ahead inc case","2022-08-13","quantile",0.025,8120
"PL","2022-07-24","4 wk ahead inc case","2022-08-20","quantile",0.025,5680
"PL","2022-07-24","1 wk ahead inc case","2022-07-30","quantile",0.05,13600
"PL","2022-07-24","2 wk ahead inc case","2022-08-06","quantile",0.05,12900
"PL","2022-07-24","3 wk ahead inc case","2022-08-13","quantile",0.05,10500
"PL","2022-07-24","4 wk ahead inc case","2022-08-20","quantile",0.05,8790
"PL","2022-07-24","1 wk ahead inc case","2022-07-30","quantile",0.1,15600
"PL","2022-07-24","2 wk ahead inc case","2022-08-06","quantile",0.1,15900
"PL","2022-07-24","3 wk ahead inc case","2022-08-13","quantile",0.1,15100
"PL","2022-07-24","4 wk ahead inc case","2022-08-20","quantile",0.1,12800
"PL","2022-07-24","1 wk ahead inc case","2022-07-30","quantile",0.15,16900
"PL","2022-07-24","2 wk ahead inc case","2022-08-06","quantile",0.15,18500
"PL","2022-07-24","3 wk ahead inc case","2022-08-13","quantile",0.15,18200
"PL","2022-07-24","4 wk ahead inc case","2022-08-20","quantile",0.15,17300
"PL","2022-07-24","1 wk ahead inc case","2022-07-30","quantile",0.2,18300
"PL","2022-07-24","2 wk ahead inc case","2022-08-06","quantile",0.2,21100
"PL","2022-07-24","3 wk ahead inc case","2022-08-13","quantile",0.2,21600
"PL","2022-07-24","4 wk ahead inc case","2022-08-20","quantile",0.2,21900
"PL","2022-07-24","1 wk ahead inc case","2022-07-30","quantile",0.25,19400
"PL","2022-07-24","2 wk ahead inc case","2022-08-06","quantile",0.25,22900
"PL","2022-07-24","3 wk ahead inc case","2022-08-13","quantile",0.25,25500
"PL","2022-07-24","4 wk ahead inc case","2022-08-20","quantile",0.25,26600
