"location","forecast_date","target","target_end_date","type","quantile","value"
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.01,754
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.01,307
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.01,130
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.01,51
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.025,860
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.025,414
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.025,189
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.025,87
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.05,962
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.05,488
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.05,252
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.05,137
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.1,1090
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.1,634
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.1,367
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.1,210
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.15,1190
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.15,741
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.15,446
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.15,277
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.2,1270
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.2,831
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.2,533
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.2,373
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.25,1340
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.25,908
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.25,622
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.25,447
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.3,1420
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.3,992
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.3,711
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.3,519
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.35,1490
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.35,1080
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.35,798
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.35,602
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.4,1550
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.4,1160
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.4,896
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.4,702
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.45,1620
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.45,1260
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.45,991
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.45,816
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.5,1690
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.5,1350
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.5,1100
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.5,942
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.55,1770
"PL","2022-05-22","2 wk ahead inc case","2022-06-04","quantile",0.55,1440
"PL","2022-05-22","3 wk ahead inc case","2022-06-11","quantile",0.55,1210
"PL","2022-05-22","4 wk ahead inc case","2022-06-18","quantile",0.55,1080
"PL","2022-05-22","1 wk ahead inc case","2022-05-28","quantile",0.6,1840
