"location","forecast_date","target","target_end_date","type","quantile","value"
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.01,812000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.01,524000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.01,370000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.01,245000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.025,890000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.025,649000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.025,456000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.025,321000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.05,992000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.05,789000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.05,580000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.05,420000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.1,1110000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.1,941000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.1,744000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.1,624000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.15,1210000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.15,1050000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.15,896000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.15,768000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.2,1280000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.2,1150000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.2,1030000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.2,908000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.25,1360000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.25,1260000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.25,1140000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.25,1060000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.3,1410000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.3,1370000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.3,1290000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.3,1210000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.35,1470000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.35,1460000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.35,1420000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.35,1380000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.4,1530000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.4,1560000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.4,1570000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.4,1560000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.45,1590000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.45,1640000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.45,1700000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.45,1750000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.5,1640000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.5,1730000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.5,1850000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.5,1930000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.55,1720000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.55,1860000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.55,2010000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.55,2150000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.6,1780000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.6,1970000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.6,2230000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.6,2470000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.65,1870000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.65,2090000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.65,2420000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.65,2750000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.7,1950000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.7,2290000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.7,2660000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.7,3070000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.75,2040000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.75,2470000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.75,2950000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.75,3460000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.8,2120000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.8,2710000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.8,3280000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.8,3950000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.85,2260000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.85,3000000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.85,3770000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.85,4450000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.9,2440000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.9,3340000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.9,4330000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.9,4830000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.95,2780000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.95,3940000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.95,4870000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.95,5220000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.975,3060000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.975,4600000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.975,5310000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.975,5530000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","quantile",0.99,3470000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","quantile",0.99,5160000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","quantile",0.99,5700000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","quantile",0.99,5890000
"GM","2022-03-20","1 wk ahead inc case","2022-03-26","point",NA,1640000
"GM","2022-03-20","2 wk ahead inc case","2022-04-02","point",NA,1730000
"GM","2022-03-20","3 wk ahead inc case","2022-04-09","point",NA,1850000
"GM","2022-03-20","4 wk ahead inc case","2022-04-16","point",NA,1930000
