"location","forecast_date","target","target_end_date","type","quantile","value"
"GM","2022-02-13","1 wk ahead inc case","2022-02-19","quantile",0.01,674000
"GM","2022-02-13","2 wk ahead inc case","2022-02-26","quantile",0.01,453000
"GM","2022-02-13","3 wk ahead inc case","2022-03-05","quantile",0.01,278000
"GM","2022-02-13","4 wk ahead inc case","2022-03-12","quantile",0.01,173000
"GM","2022-02-13","1 wk ahead inc case","2022-02-19","quantile",0.025,781000
"GM","2022-02-13","2 wk ahead inc case","2022-02-26","quantile",0.025,550000
"GM","2022-02-13","3 wk ahead inc case","2022-03-05","quantile",0.025,396000
"GM","2022-02-13","4 wk ahead inc case","2022-03-12","quantile",0.025,273000
"GM","2022-02-13","1 wk ahead inc case","2022-02-19","quantile",0.05,878000
"GM","2022-02-13","2 wk ahead inc case","2022-02-26","quantile",0.05,653000
"GM","2022-02-13","3 wk ahead inc case","2022-03-05","quantile",0.05,479000
"GM","2022-02-13","4 wk ahead inc case","2022-03-12","quantile",0.05,349000
"GM","2022-02-13","1 wk ahead inc case","2022-02-19","quantile",0.1,975000
"GM","2022-02-13","2 wk ahead inc case","2022-02-26","quantile",0.1,776000
"GM","2022-02-13","3 wk ahead inc case","2022-03-05","quantile",0.1,644000
"GM","2022-02-13","4 wk ahead inc case","2022-03-12","quantile",0.1,505000
"GM","2022-02-13","1 wk ahead inc case","2022-02-19","quantile",0.15,1050000
"GM","2022-02-13","2 wk ahead inc case","2022-02-26","quantile",0.15,886000
"GM","2022-02-13","3 wk ahead inc case","2022-03-05","quantile",0.15,740000
"GM","2022-02-13","4 wk ahead inc case","2022-03-12","quantile",0.15,618000
"GM","2022-02-13","1 wk ahead inc case","2022-02-19","quantile",0.2,1120000
"GM","2022-02-13","2 wk ahead inc case","2022-02-26","quantile",0.2,983000
"GM","2022-02-13","3 wk ahead inc case","2022-03-05","quantile",0.2,846000
"GM","2022-02-13","4 wk ahead inc case","2022-03-12","quantile",0.2,733000
"GM","2022-02-13","1 wk ahead inc case","2022-02-19","quantile",0.25,1180000
"GM","2022-02-13","2 wk ahead inc case","2022-02-26","quantile",0.25,1060000
"GM","2022-02-13","3 wk ahead inc case","2022-03-05","quantile",0.25,945000
"GM","2022-02-13","4 wk ahead inc case","2022-03-12","quantile",0.25,845000
"GM","2022-02-13","1 wk ahead inc case","2022-02-19","quantile",0.3,1230000
"GM","2022-02-13","2 wk ahead inc case","2022-02-26","quantile",0.3,1150000
"GM","2022-02-13","3 wk ahead inc case","2022-03-05","quantile",0.3,1030000
"GM","2022-02-13","4 wk ahead inc case","2022-03-12","quantile",0.3,951000
"GM","2022-02-13","1 wk ahead inc case","2022-02-19","quantile",0.35,1290000
"GM","2022-02-13","2 wk ahead inc case","2022-02-26","quantile",0.35,1220000
"GM","2022-02-13","3 wk ahead inc case","2022-03-05","quantile",0.35,1130000
