"location","forecast_date","target","target_end_date","type","quantile","value"
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.01,177000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.01,87400
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.01,43200
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.01,18500
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.025,187000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.025,102000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.025,51700
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.025,26400
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.05,200000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.05,118000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.05,68600
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.05,40300
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.1,220000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.1,139000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.1,87700
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.1,56800
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.15,234000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.15,156000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.15,105000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.15,71600
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.2,245000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.2,170000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.2,120000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.2,84200
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.25,256000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.25,183000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.25,135000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.25,102000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.3,266000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.3,196000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.3,151000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.3,119000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.35,274000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.35,207000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.35,164000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.35,132000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.4,282000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.4,221000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.4,180000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.4,149000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.45,292000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.45,232000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.45,195000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.45,166000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.5,300000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.5,244000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.5,211000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.5,189000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.55,308000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.55,258000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.55,228000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.55,211000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.6,317000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.6,273000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.6,246000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.6,235000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.65,326000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.65,288000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.65,267000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.65,258000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.7,336000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.7,307000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.7,293000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.7,287000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.75,351000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.75,327000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.75,322000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.75,338000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.8,364000
"GM","2022-08-07","2 wk ahead inc case","2022-08-20","quantile",0.8,348000
"GM","2022-08-07","3 wk ahead inc case","2022-08-27","quantile",0.8,357000
"GM","2022-08-07","4 wk ahead inc case","2022-09-03","quantile",0.8,391000
"GM","2022-08-07","1 wk ahead inc case","2022-08-13","quantile",0.85,382000
