"location","forecast_date","target","target_end_date","type","quantile","value"
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.01,2180
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.01,1190
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.01,655
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.01,338
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.025,2470
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.025,1470
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.025,833
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.025,452
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.05,2730
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.05,1670
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.05,1030
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.05,594
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.1,3140
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.1,2130
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.1,1410
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.1,877
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.15,3430
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.15,2460
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.15,1690
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.15,1180
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.2,3660
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.2,2710
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.2,1930
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.2,1400
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.25,3890
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.25,2960
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.25,2230
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.25,1690
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.3,4100
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.3,3220
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.3,2570
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.3,1990
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.35,4290
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.35,3500
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.35,2890
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.35,2280
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.4,4520
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.4,3770
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.4,3220
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.4,2730
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.45,4710
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.45,4060
"PL","2022-04-24","3 wk ahead inc case","2022-05-14","quantile",0.45,3540
"PL","2022-04-24","4 wk ahead inc case","2022-05-21","quantile",0.45,3120
"PL","2022-04-24","1 wk ahead inc case","2022-04-30","quantile",0.5,4930
"PL","2022-04-24","2 wk ahead inc case","2022-05-07","quantile",0.5,4320
