"location","forecast_date","target","target_end_date","type","quantile","value"
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.01,268000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.01,210000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.01,146000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.01,89200
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.025,293000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.025,247000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.025,176000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.025,124000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.05,316000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.05,266000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.05,212000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.05,170000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.1,349000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.1,309000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.1,263000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.1,225000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.15,367000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.15,345000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.15,317000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.15,281000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.2,389000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.2,380000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.2,360000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.2,334000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.25,406000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.25,420000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.25,405000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.25,375000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.3,421000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.3,446000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.3,445000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.3,426000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.35,437000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.35,476000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.35,493000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.35,492000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.4,452000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.4,508000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.4,549000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.4,567000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.45,470000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.45,538000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.45,596000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.45,635000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.5,482000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.5,568000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.5,647000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.5,722000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.55,498000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.55,596000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.55,703000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.55,807000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.6,515000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.6,629000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.6,766000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.6,902000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.65,534000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.65,674000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.65,846000
"GM","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.65,1010000
"GM","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.7,554000
"GM","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.7,724000
"GM","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.7,920000
