"location","forecast_date","target","target_end_date","type","quantile","value"
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.01,1360
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.01,603
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.01,255
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.01,116
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.025,1520
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.025,720
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.025,341
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.025,171
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.05,1700
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.05,897
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.05,478
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.05,246
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.1,1940
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.1,1100
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.1,627
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.1,352
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.15,2090
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.15,1250
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.15,759
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.15,492
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.2,2230
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.2,1390
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.2,899
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.2,608
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.25,2360
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.25,1540
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.25,1030
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.25,739
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.3,2460
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.3,1680
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.3,1200
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.3,867
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.35,2570
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.35,1830
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.35,1350
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.35,1020
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.4,2690
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.4,1980
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.4,1520
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.4,1190
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.45,2820
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.45,2130
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.45,1670
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.45,1370
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.5,2940
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.5,2300
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.5,1830
"PL","2022-05-08","4 wk ahead inc case","2022-06-04","quantile",0.5,1600
"PL","2022-05-08","1 wk ahead inc case","2022-05-14","quantile",0.55,3060
"PL","2022-05-08","2 wk ahead inc case","2022-05-21","quantile",0.55,2480
"PL","2022-05-08","3 wk ahead inc case","2022-05-28","quantile",0.55,2060
