"location","forecast_date","target","target_end_date","type","quantile","value"
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.01,36500
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.01,18500
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.01,9010
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.01,3810
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.025,40300
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.025,22500
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.025,11500
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.025,5910
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.05,42800
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.05,25400
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.05,14200
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.05,7790
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.1,47400
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.1,29300
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.1,18100
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.1,11100
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.15,50000
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.15,33100
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.15,21300
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.15,14100
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.2,52300
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.2,35800
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.2,24700
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.2,17100
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.25,54700
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.25,38600
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.25,27500
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.25,20200
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.3,56800
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.3,41000
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.3,30400
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.3,23300
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.35,59000
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.35,43900
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.35,33600
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.35,26400
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.4,60700
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.4,46700
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.4,37000
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.4,29500
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.45,62400
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.45,49200
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.45,39800
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.45,33300
"PL","2022-03-06","1 wk ahead inc case","2022-03-12","quantile",0.5,64000
"PL","2022-03-06","2 wk ahead inc case","2022-03-19","quantile",0.5,51600
"PL","2022-03-06","3 wk ahead inc case","2022-03-26","quantile",0.5,43600
"PL","2022-03-06","4 wk ahead inc case","2022-04-02","quantile",0.5,36800
