"location","forecast_date","target","target_end_date","type","quantile","value"
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.01,328000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.01,175000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.01,92400
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.01,47400
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.025,359000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.025,216000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.025,121000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.025,72000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.05,386000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.05,242000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.05,153000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.05,95900
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.1,421000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.1,292000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.1,197000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.1,137000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.15,444000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.15,324000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.15,237000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.15,169000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.2,464000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.2,349000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.2,265000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.2,200000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.25,480000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.25,377000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.25,298000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.25,232000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.3,500000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.3,398000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.3,328000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.3,271000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.35,513000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.35,424000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.35,358000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.35,305000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.4,528000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.4,448000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.4,384000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.4,341000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.45,543000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.45,471000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.45,420000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.45,377000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.5,558000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.5,499000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.5,456000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.5,424000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.55,574000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.55,529000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.55,493000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.55,470000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.6,592000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.6,552000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.6,531000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.6,535000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.65,611000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.65,581000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.65,572000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.65,599000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.7,631000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.7,613000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.7,630000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.7,666000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.75,654000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.75,651000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.75,686000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.75,736000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.8,681000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.8,700000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.8,751000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.8,843000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.85,711000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.85,765000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.85,841000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.85,999000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.9,751000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.9,839000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.9,974000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.9,1210000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.95,818000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.95,969000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.95,1210000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.95,1580000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.975,869000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.975,1110000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.975,1560000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.975,2330000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.99,949000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.99,1240000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.99,2010000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.99,3140000
"GM","2022-05-01","1 wk ahead inc case","2022-05-07","point",NA,558000
"GM","2022-05-01","2 wk ahead inc case","2022-05-14","point",NA,499000
"GM","2022-05-01","3 wk ahead inc case","2022-05-21","point",NA,456000
"GM","2022-05-01","4 wk ahead inc case","2022-05-28","point",NA,424000
