"location","forecast_date","target","target_end_date","type","quantile","value"
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.01,344000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.01,225000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.01,133000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.01,79000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.025,388000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.025,268000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.025,167000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.025,108000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.05,421000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.05,310000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.05,220000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.05,153000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.1,468000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.1,367000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.1,277000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.1,204000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.15,498000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.15,410000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.15,325000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.15,253000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.2,527000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.2,445000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.2,375000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.2,305000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.25,545000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.25,474000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.25,412000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.25,349000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.3,566000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.3,507000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.3,451000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.3,403000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.35,584000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.35,540000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.35,498000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.35,453000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.4,600000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.4,571000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.4,535000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.4,510000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.45,619000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.45,600000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.45,581000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.45,569000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.5,640000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.5,641000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.5,634000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.5,634000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.55,657000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.55,675000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.55,688000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.55,720000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.6,678000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.6,716000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.6,757000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.6,810000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.65,700000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.65,750000
"GM","2022-07-10","3 wk ahead inc case","2022-07-30","quantile",0.65,811000
"GM","2022-07-10","4 wk ahead inc case","2022-08-06","quantile",0.65,898000
"GM","2022-07-10","1 wk ahead inc case","2022-07-16","quantile",0.7,722000
"GM","2022-07-10","2 wk ahead inc case","2022-07-23","quantile",0.7,804000
