"location","forecast_date","target","target_end_date","type","quantile","value"
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.01,392000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.01,312000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.01,240000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.01,149000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.025,425000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.025,370000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.025,287000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.025,205000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.05,470000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.05,426000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.05,341000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.05,262000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.1,517000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.1,500000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.1,446000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.1,381000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.15,548000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.15,562000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.15,531000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.15,472000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.2,576000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.2,612000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.2,606000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.2,573000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.25,603000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.25,664000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.25,678000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.25,663000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.3,628000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.3,709000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.3,757000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.3,753000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.35,652000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.35,749000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.35,821000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.35,855000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.4,676000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.4,796000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.4,899000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.4,976000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.45,697000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.45,853000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.45,986000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.45,1100000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.5,723000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.5,902000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.5,1070000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.5,1250000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.55,743000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.55,965000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.55,1170000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.55,1380000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.6,768000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.6,1020000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.6,1290000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.6,1560000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.65,793000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.65,1090000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.65,1440000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.65,1770000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.7,821000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.7,1160000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.7,1580000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.7,2060000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.75,861000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.75,1250000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.75,1780000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.75,2390000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.8,900000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.8,1340000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.8,1970000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.8,2910000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.85,951000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.85,1480000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.85,2300000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.85,3620000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.9,1020000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.9,1700000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.9,2770000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.9,4450000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.95,1120000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.95,2050000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.95,3770000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.95,5050000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.975,1220000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.975,2360000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.975,4700000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.975,5300000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","quantile",0.99,1350000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","quantile",0.99,2930000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","quantile",0.99,5160000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","quantile",0.99,5610000
"GM","2022-06-26","1 wk ahead inc case","2022-07-02","point",NA,723000
"GM","2022-06-26","2 wk ahead inc case","2022-07-09","point",NA,902000
"GM","2022-06-26","3 wk ahead inc case","2022-07-16","point",NA,1070000
"GM","2022-06-26","4 wk ahead inc case","2022-07-23","point",NA,1250000
