"location","forecast_date","target","target_end_date","type","quantile","value"
"PL","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.01,2360
"PL","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.01,1410
"PL","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.01,745
"PL","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.01,375
"PL","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.025,2690
"PL","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.025,1720
"PL","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.025,972
"PL","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.025,589
"PL","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.05,3090
"PL","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.05,2040
"PL","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.05,1370
"PL","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.05,840
"PL","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.1,3510
"PL","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.1,2600
"PL","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.1,1800
"PL","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.1,1290
"PL","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.15,3820
"PL","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.15,2930
"PL","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.15,2280
"PL","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.15,1710
"PL","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.2,4050
"PL","2022-05-01","2 wk ahead inc case","2022-05-14","quantile",0.2,3230
"PL","2022-05-01","3 wk ahead inc case","2022-05-21","quantile",0.2,2650
"PL","2022-05-01","4 wk ahead inc case","2022-05-28","quantile",0.2,2100
"PL","2022-05-01","1 wk ahead inc case","2022-05-07","quantile",0.25,4280
