"location","forecast_date","target","target_end_date","type","quantile","value"
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.01,452
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.01,234
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.01,111
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.01,55
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.025,531
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.025,285
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.025,154
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.025,82
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.05,586
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.05,352
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.05,210
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.05,116
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.1,666
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.1,437
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.1,290
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.1,189
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.15,726
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.15,510
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.15,357
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.15,251
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.2,779
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.2,567
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.2,417
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.2,311
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.25,842
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.25,641
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.25,496
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.25,377
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.3,892
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.3,706
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.3,559
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.3,445
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.35,939
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.35,779
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.35,626
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.35,523
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.4,987
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.4,828
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.4,700
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.4,599
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.45,1020
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.45,891
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.45,778
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.45,679
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.5,1060
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.5,946
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.5,854
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.5,782
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.55,1120
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.55,1020
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.55,946
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.55,897
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.6,1170
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.6,1090
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.6,1040
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.6,1030
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.65,1240
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.65,1170
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.65,1150
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.65,1170
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.7,1290
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.7,1270
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.7,1290
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.7,1350
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.75,1360
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.75,1380
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.75,1460
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.75,1590
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.8,1440
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.8,1520
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.8,1680
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.8,1890
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.85,1540
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.85,1730
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.85,1950
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.85,2360
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.9,1690
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.9,1960
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.9,2420
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.9,3040
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.95,1960
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.95,2460
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.95,3270
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.95,4660
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.975,2200
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.975,2970
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.975,4350
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.975,6510
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","quantile",0.99,2460
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","quantile",0.99,3970
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","quantile",0.99,5900
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","quantile",0.99,11000
"PL","2022-06-19","1 wk ahead inc case","2022-06-25","point",NA,1060
"PL","2022-06-19","2 wk ahead inc case","2022-07-02","point",NA,946
"PL","2022-06-19","3 wk ahead inc case","2022-07-09","point",NA,854
"PL","2022-06-19","4 wk ahead inc case","2022-07-16","point",NA,782
