"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,949,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.025,1112,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.05,1206,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.1,1371,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.15,1495,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.2,1583,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.25,1682,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.3,1764,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.35,1859,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.4,1943,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.45,2031,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.5,2125,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
NA,2125,"point","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.55,2227,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.6,2338,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.65,2443,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.7,2594,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.75,2700,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.8,2852,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.85,3053,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.9,3317,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.95,3751,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.975,4206,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
0.99,4917,"quantile","PL","1 wk ahead inc case","2021-06-13","2021-06-19"
