"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,42360,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.025,47749,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.05,52360,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.1,57637,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.15,62736,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.2,66333,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.25,69714,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.3,73262,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.35,76311,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.4,79534,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.45,83209,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.5,85719,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
NA,85719,"point","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.55,89004,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.6,92366,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.65,96371,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.7,100796,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.75,105114,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.8,109689,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.85,114245,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.9,120051,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.95,132241,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.975,142626,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.99,153023,"quantile","PL","1 wk ahead inc case","2021-04-18","2021-04-24"
0.01,25008,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.025,28920,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.05,31662,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.1,37410,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.15,41559,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.2,45215,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.25,48748,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.3,53016,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.35,56290,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.4,59052,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.45,62739,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.5,65979,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
NA,65979,"point","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.55,68768,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.6,71653,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.65,76417,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.7,80498,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.75,84383,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.8,91304,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.85,97253,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.9,104519,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.95,117723,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.975,127422,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.99,139030,"quantile","PL","2 wk ahead inc case","2021-04-18","2021-05-01"
0.01,14093,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.025,15755,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.05,19845,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.1,24748,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.15,28671,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.2,32549,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.25,34900,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.3,37360,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.35,40208,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.4,43528,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.45,47134,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.5,50066,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
NA,50066,"point","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.55,53700,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.6,56814,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.65,59896,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.7,62995,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.75,69284,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.8,75184,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.85,81494,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.9,88446,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.95,96332,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.975,104772,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.99,118487,"quantile","PL","3 wk ahead inc case","2021-04-18","2021-05-08"
0.01,8314,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.025,9780,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.05,11724,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.1,14960,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.15,18479,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.2,21449,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.25,24112,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.3,26528,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.35,29823,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.4,32192,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.45,34875,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.5,38379,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
NA,38379,"point","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.55,42007,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.6,45486,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.65,49669,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.7,53428,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.75,57539,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.8,62941,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.85,68278,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.9,76091,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.95,88278,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.975,98528,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
0.99,107371,"quantile","PL","4 wk ahead inc case","2021-04-18","2021-05-15"
