"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,33697,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.025,39207,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.05,43044,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.1,50055,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.15,54913,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.2,57858,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.25,62642,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.3,65879,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.35,69334,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.4,72770,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.45,76304,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.5,79779,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
NA,79779,"point","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.55,82928,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.6,86876,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.65,91458,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.7,95642,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.75,103100,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.8,109804,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.85,117930,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.9,128897,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.95,152795,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.975,172034,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.99,188725,"quantile","GM","1 wk ahead inc case","2021-04-04","2021-04-10"
0.01,26372,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.025,32964,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.05,38351,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.1,45035,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.15,49233,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.2,53555,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.25,57572,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.3,60517,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.35,64260,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.4,68070,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.45,71566,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.5,75866,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
NA,75866,"point","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.55,79928,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.6,84826,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.65,89277,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.7,96474,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.75,102975,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.8,113693,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.85,125594,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.9,136744,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.95,167576,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.975,194289,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.99,236051,"quantile","GM","2 wk ahead inc case","2021-04-04","2021-04-17"
0.01,19499,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.025,24840,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.05,29185,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.1,35664,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.15,40697,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.2,44535,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.25,49570,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.3,53521,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.35,59002,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.4,63983,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.45,68402,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.5,74448,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
NA,74448,"point","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.55,81088,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.6,85687,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.65,92375,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.7,100288,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.75,109116,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.8,119367,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.85,136474,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.9,157965,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.95,192269,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.975,232322,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.99,281058,"quantile","GM","3 wk ahead inc case","2021-04-04","2021-04-24"
0.01,12776,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.025,17010,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.05,21898,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.1,28937,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.15,33801,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.2,37979,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.25,43253,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.3,47969,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.35,53498,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.4,59793,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.45,66467,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.5,71156,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
NA,71156,"point","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.55,78779,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.6,86371,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.65,93671,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.7,104347,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.75,121831,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.8,134883,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.85,153863,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.9,181577,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.95,234105,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.975,295128,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
0.99,390471,"quantile","GM","4 wk ahead inc case","2021-04-04","2021-05-01"
