"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,20660,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.025,27026,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.05,30454,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.1,34762,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.15,38327,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.2,40974,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.25,43547,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.3,46404,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.35,48605,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.4,50881,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.45,53393,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.5,56014,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
NA,56014,"point","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.55,58669,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.6,61983,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.65,65525,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.7,69404,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.75,74242,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.8,80326,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.85,87010,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.9,96523,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.95,115222,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.975,128091,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.99,152258,"quantile","GM","1 wk ahead inc case","2021-05-23","2021-05-29"
0.01,12820,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.025,17387,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.05,21261,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.1,26076,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.15,29439,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.2,32749,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.25,36150,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.3,39061,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.35,42244,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.4,45126,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.45,47866,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.5,50888,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
NA,50888,"point","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.55,55199,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.6,59088,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.65,62863,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.7,68216,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.75,74958,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.8,82604,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.85,93629,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.9,107008,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.95,129462,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.975,167950,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.99,207155,"quantile","GM","2 wk ahead inc case","2021-05-23","2021-06-05"
0.01,7861,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.025,11995,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.05,15203,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.1,18938,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.15,22539,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.2,24963,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.25,28230,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.3,31829,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.35,35383,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.4,38405,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.45,42111,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.5,46220,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
NA,46220,"point","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.55,50652,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.6,54551,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.65,59044,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.7,65390,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.75,74955,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.8,88300,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.85,104569,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.9,124110,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.95,164666,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.975,206297,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.99,310942,"quantile","GM","3 wk ahead inc case","2021-05-23","2021-06-12"
0.01,5132,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.025,8216,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.05,10236,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.1,13688,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.15,17124,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.2,20674,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.25,23922,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.3,27426,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.35,30319,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.4,34155,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.45,38604,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.5,42604,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
NA,42604,"point","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.55,47023,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.6,53582,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.65,59558,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.7,68513,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.75,78864,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.8,89571,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.85,102121,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.9,133469,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.95,188698,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.975,275634,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
0.99,418956,"quantile","GM","4 wk ahead inc case","2021-05-23","2021-06-19"
