"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,57840,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.025,64984,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.05,73112,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.1,82984,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.15,91047,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.2,96838,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.25,101810,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.3,107638,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.35,113241,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.4,118816,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.45,123861,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.5,129800,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
NA,129800,"point","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.55,136377,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.6,142945,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.65,150568,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.7,157138,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.75,167173,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.8,179306,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.85,191082,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.9,205874,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.95,229879,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.975,255488,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.99,286880,"quantile","GM","1 wk ahead inc case","2021-04-25","2021-05-01"
0.01,44725,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.025,49463,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.05,56655,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.1,68625,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.15,78177,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.2,85305,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.25,92066,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.3,99387,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.35,103882,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.4,111046,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.45,118075,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.5,123970,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
NA,123970,"point","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.55,131798,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.6,143868,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.65,154144,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.7,164640,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.75,175463,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.8,191272,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.85,212504,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.9,234417,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.95,267931,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
0.975,310848,"quantile","GM","2 wk ahead inc case","2021-04-25","2021-05-08"
